,Date,Match Details,club,Player Name,MinsPlayed,TotalDistance(m),TopSpeed(km/h),AvgSpeed(km/h),HighIntensityActivity,Sprints(> 25.20 km/h)Dist (m),HSR(19.81-25.20 km/h)Dist (m),Distance (m)14.41-19.80km/h,7.21-14.40km/h,0.73-7.20km/h,< 0.72km/h,PDF Name,Young Player,Sprints(> 25.20 km/h) No,HSR(19.81-25.20 km/h) No,Key,season,lastName,firstName,Unnamed: 0,id,values,wages,contractexpires,nation,currentAbility,potentialAbility,position,date,corners,crossing,dribbling,finishing,firstTouch,freeKickTaking,heading,longShots,longThrows,marking,passing,penaltyTaking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,offtheBall,positioning,teamwork,vision,workRate,acceleration,agility,balance,jumpingReach,naturalFitness,pace,stamina,strength
939,2021-03-12,Cracovia 1 - 1 Śląsk Wrocław,Śląsk Wrocław,Pich R.,80:28,"9539,94","26,70","7,11",47,"8,04","698,28","1772,24","4466,96","2583,25","11,17",12632_filter_live_1.pdf,False,1,46,2021-03-12 Cracovia 1 - 1 Śląsk Wrocław,2020/2021,Pich,R.,349,63010759,€ 99.000,€ 3.100,2022-06-30,Slovakia,57,58,MR,2020-11-23,10,11,12,11,12,8,9,9,9,5,10,11,6,12,6,10,10,10,10,10,12,14,4,13,7,10,10,12,15,11,7,8,8,13,11,7
940,2020-07-12,Śląsk Wrocław 2 - 2 Pogoń Szczecin,Śląsk Wrocław,Exposito E.,98:43,"10205,11","31,85","6,20",51,"304,08","464,26","1244,07","3794,45","4332,42","65,83",12430_filter_live_1.pdf,False,15,36,2020-07-12 Śląsk Wrocław 2 - 2 Pogoń Szczecin,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
941,2020-10-24,Śląsk Wrocław 1 - 0 Jagiellonia Białystok,Śląsk Wrocław,Exposito E.,73:48,"7690,22","28,45","6,25",46,"103,36","607,45","1169,52","2653,90","3124,75","31,24",12511_filter_live_1.pdf,False,7,39,2020-10-24 Śląsk Wrocław 1 - 0 Jagiellonia Białystok,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
942,2021-04-16,Górnik Zabrze 1 - 1 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,95:39,"10399,27","31,40","6,52",68,"173,03","740,89","1572,95","4183,40","3575,75","153,25",12673_filter_live_1.pdf,False,10,58,2021-04-16 Górnik Zabrze 1 - 1 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
943,2020-12-11,KGHM Zagłębie Lubin 2 - 1 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,86:42,"9841,04","33,64","6,81",70,"339,52","853,17","1686,07","3427,23","3389,82","145,23",12546_filter_live_1.pdf,False,14,56,2020-12-11 KGHM Zagłębie Lubin 2 - 1 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
944,2020-10-02,Śląsk Wrocław 3 - 1 Cracovia,Śląsk Wrocław,Exposito E.,90:42,"8873,63","30,98","5,87",37,"96,26","492,91","1361,33","3254,07","3589,57","79,49",12490_filter_live_1.pdf,False,5,32,2020-10-02 Śląsk Wrocław 3 - 1 Cracovia,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
945,2020-11-07,Śląsk Wrocław 0 - 0 Górnik Zabrze,Śląsk Wrocław,Exposito E.,74:35,"8043,90","31,38","6,47",45,"132,47","524,15","928,44","3214,57","3108,75","135,52",12527_filter_live_1.pdf,False,8,37,2020-11-07 Śląsk Wrocław 0 - 0 Górnik Zabrze,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
946,2021-04-20,Śląsk Wrocław 4 - 3 Podbeskidzie Bielsko - Biała,Śląsk Wrocław,Exposito E.,73:11,"7615,39","30,04","6,24",49,"138,42","566,44","1199,65","2747,34","2881,40","82,14",12683_filter_live_1.pdf,False,8,41,2021-04-20 Śląsk Wrocław 4 - 3 Podbeskidzie Bielsko - Biała,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
947,2021-04-05,Jagiellonia Białystok 0 - 1 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,67:53,"7436,76","32,15","6,57",41,"127,97","473,89","1379,76","2946,62","2505,95","2,57",12654_filter_live_1.pdf,False,6,35,2021-04-05 Jagiellonia Białystok 0 - 1 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
948,2020-11-20,Lechia Gdańsk 3 - 2 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,21:04,"2151,36","31,39","6,13",17,"119,36","151,39","289,70","764,06","815,61","11,24",12515_filter_live_1.pdf,False,4,13,2020-11-20 Lechia Gdańsk 3 - 2 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
949,2021-05-09,Warta Poznań 2 - 3 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,88:29,"8620,60","33,98","5,85",47,"204,01","528,85","1007,68","2931,81","3695,73","252,52",12711_filter_live_1.pdf,False,9,38,2021-05-09 Warta Poznań 2 - 3 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
950,2021-02-01,PGE FKS Stal Mielec 0 - 0 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,76:21,"8020,18","30,72","6,30",45,"105,04","518,83","1173,25","3241,12","2940,16","41,78",12566_filter_live_1.pdf,False,8,37,2021-02-01 PGE FKS Stal Mielec 0 - 0 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
951,2020-10-18,Wisła Płock 1 - 0 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,63:58,"7287,68","29,34","6,84",40,"28,12","568,64","1248,97","2902,74","2528,69","10,52",12503_filter_live_1.pdf,False,1,39,2020-10-18 Wisła Płock 1 - 0 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
952,2021-04-23,Raków Częstochowa 2 - 0 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,34:49,"4042,98","30,45","6,97",25,"115,43","237,71","632,62","1585,76","1375,42","96,04",12688_filter_live_1.pdf,False,6,19,2021-04-23 Raków Częstochowa 2 - 0 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
953,2020-12-05,Śląsk Wrocław 1 - 0 Raków Częstochowa,Śląsk Wrocław,Exposito E.,80:56,"8765,44","32,59","6,50",59,"165,04","660,07","1440,44","3234,57","3259,17","6,15",12543_filter_live_1.pdf,False,8,51,2020-12-05 Śląsk Wrocław 1 - 0 Raków Częstochowa,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
954,2021-04-10,Śląsk Wrocław 1 - 1 Lechia Gdańsk,Śląsk Wrocław,Exposito E.,86:21,"9707,88","31,31","6,75",48,"143,17","671,53","1497,98","3878,13","3488,19","28,88",12660_filter_live_1.pdf,False,8,40,2021-04-10 Śląsk Wrocław 1 - 1 Lechia Gdańsk,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
955,2020-10-21,Legia Warszawa 2 - 1 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,66:56,"7648,78","32,57","6,86",47,"219,51","459,42","1105,70","3434,39","2424,15","5,61",12488_filter_live_1.pdf,False,11,36,2020-10-21 Legia Warszawa 2 - 1 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
956,2021-02-28,Śląsk Wrocław 2 - 1 Pogoń Szczecin,Śląsk Wrocław,Exposito E.,97:10,"11159,75","30,70","6,89",67,"166,29","865,72","1860,69","4491,09","3685,07","90,89",12622_filter_live_1.pdf,False,13,54,2021-02-28 Śląsk Wrocław 2 - 1 Pogoń Szczecin,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
957,2020-07-05,Piast Gliwice 1 - 0 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,94:07,"9474,81","34,03","6,04",59,"121,72","750,43","1094,95","3284,62","4209,74","13,35",12423_filter_live_1.pdf,False,8,51,2020-07-05 Piast Gliwice 1 - 0 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
958,2021-02-06,Piast Gliwice 2 - 0 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,93:19,"10217,03","32,15","6,57",56,"194,15","684,29","1708,81","3820,89","3733,67","75,22",12594_filter_live_1.pdf,False,11,45,2021-02-06 Piast Gliwice 2 - 0 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
959,2020-11-28,Podbeskidzie Bielsko - Biała 0 - 2 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,76:56,"8475,64","29,98","6,61",42,"107,43","547,27","1070,59","3606,60","3123,73","20,02",12532_filter_live_1.pdf,False,5,37,2020-11-28 Podbeskidzie Bielsko - Biała 0 - 2 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
960,2021-02-12,Śląsk Wrocław 1 - 1 Wisła Kraków,Śląsk Wrocław,Exposito E.,73:14,"7514,67","28,15","6,16",41,"52,24","486,56","1066,69","3246,75","2599,18","63,25",12600_filter_live_1.pdf,False,4,37,2021-02-12 Śląsk Wrocław 1 - 1 Wisła Kraków,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
961,2021-04-30,Śląsk Wrocław 0 - 0 KGHM Zagłębie Lubin,Śląsk Wrocław,Exposito E.,73:43,"8577,03","30,51","6,98",54,"178,13","667,49","1360,86","3344,37","3025,18","1,00",12702_filter_live_1.pdf,False,11,43,2021-04-30 Śląsk Wrocław 0 - 0 KGHM Zagłębie Lubin,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
962,2021-02-21,Lech Poznań 1 - 0 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,23:57,"2984,75","27,64","7,48",18,"35,03","202,39","717,28","1116,26","908,34","5,45",12614_filter_live_1.pdf,False,2,16,2021-02-21 Lech Poznań 1 - 0 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
963,2020-07-15,Jagiellonia Białystok 2 - 1 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,94:19,"10902,01","32,25","6,94",70,"201,49","787,42","1557,99","4008,61","4174,83","171,67",12440_filter_live_1.pdf,False,13,57,2020-07-15 Jagiellonia Białystok 2 - 1 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
964,2021-03-20,Śląsk Wrocław 0 - 0 Wisła Płock,Śląsk Wrocław,Exposito E.,28:52,"3315,77","29,18","6,89",21,"92,58","236,86","627,33","1202,21","1131,70","25,09",12642_filter_live_1.pdf,False,6,15,2021-03-20 Śląsk Wrocław 0 - 0 Wisła Płock,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
965,2021-03-07,Śląsk Wrocław 0 - 1 Legia Warszawa,Śląsk Wrocław,Exposito E.,79:50,"9067,42","28,72","6,82",32,"22,65","441,99","1735,68","3914,20","2900,45","52,45",12624_filter_live_1.pdf,False,2,30,2021-03-07 Śląsk Wrocław 0 - 1 Legia Warszawa,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
966,2020-12-17,Śląsk Wrocław 2 - 1 Warta Poznań,Śląsk Wrocław,Exposito E.,96:15,"9746,72","32,36","6,08",65,"282,63","953,37","1452,61","3033,52","3989,78","34,81",12560_filter_live_1.pdf,False,11,54,2020-12-17 Śląsk Wrocław 2 - 1 Warta Poznań,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
967,2020-07-19,Śląsk Wrocław 1 - 2 Lechia Gdańsk,Śląsk Wrocław,Exposito E.,93:39,"9915,86","30,48","6,35",35,"136,69","392,68","1169,90","4007,51","4201,69","7,39",12447_filter_live_1.pdf,False,8,27,2020-07-19 Śląsk Wrocław 1 - 2 Lechia Gdańsk,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
968,2020-09-19,Pogoń Szczecin 1 - 0 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,24:46,"2559,87","29,19","6,20",10,"20,68","145,69","496,53","1048,79","845,16","3,02",12478_filter_live_1.pdf,False,1,9,2020-09-19 Pogoń Szczecin 1 - 0 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
969,2021-03-12,Cracovia 1 - 1 Śląsk Wrocław,Śląsk Wrocław,Exposito E.,95:59,"10250,94","31,87","6,41",47,"158,78","559,43","1550,14","4363,44","3558,18","60,97",12632_filter_live_1.pdf,False,7,40,2021-03-12 Cracovia 1 - 1 Śląsk Wrocław,2020/2021,Exposito,E.,411,67229636,€ 52.000,€ 2.100,2022-06-30,Spain,54,63,ST,2020-11-23,5,7,11,12,11,6,13,11,12,7,10,12,7,12,11,11,7,11,10,9,10,7,12,9,10,6,8,10,11,11,13,16,11,11,13,15
970,2020-07-12,Śląsk Wrocław 2 - 2 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,98:43,"10808,88","31,33","6,57",57,"137,23","660,21","1651,67","4685,90","3642,74","31,13",12430_filter_live_1.pdf,False,9,48,2020-07-12 Śląsk Wrocław 2 - 2 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
971,2020-11-09,Pogoń Szczecin 1 - 1 Podbeskidzie Bielsko - Biała,Pogoń Szczecin,Matynia H.,96:23,"10610,24","32,37","6,61",76,"228,55","941,18","1904,54","3995,31","3419,46","121,20",12526_filter_live_1.pdf,False,9,67,2020-11-09 Pogoń Szczecin 1 - 1 Podbeskidzie Bielsko - Biała,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
972,2020-11-27,Górnik Zabrze 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,30:31,"3566,72","28,02","7,01",13,"45,43","118,33","637,75","1563,41","1015,59","186,21",12529_filter_live_1.pdf,False,3,10,2020-11-27 Górnik Zabrze 2 - 1 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
973,2020-10-30,Pogoń Szczecin 3 - 0 Jagiellonia Białystok,Pogoń Szczecin,Matynia H.,97:17,"10397,64","31,32","6,41",49,"93,37","627,00","1857,92","4057,89","3491,89","269,57",12492_filter_live_1.pdf,False,5,44,2020-10-30 Pogoń Szczecin 3 - 0 Jagiellonia Białystok,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
974,2020-07-19,Legia Warszawa 1 - 2 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,96:07,"10383,00","31,97","6,48",51,"43,08","625,38","1474,22","4386,13","3749,87","104,32",12445_filter_live_1.pdf,False,4,47,2020-07-19 Legia Warszawa 1 - 2 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
975,2020-09-13,Pogoń Szczecin 2 - 2 Wisła Kraków,Pogoń Szczecin,Matynia H.,96:45,"11173,59","30,82","6,93",49,"76,34","756,74","1822,88","4494,46","3937,62","85,55",12468_filter_live_1.pdf,False,5,44,2020-09-13 Pogoń Szczecin 2 - 2 Wisła Kraków,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
976,2021-02-19,Wisła Kraków 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,11:39,"1617,30","27,48","8,33",10,"25,94","159,63","411,70","545,14","473,76","1,13",12609_filter_live_1.pdf,False,2,8,2021-02-19 Wisła Kraków 2 - 1 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
977,2020-08-30,Piast Gliwice 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,100:15,"10376,59","30,23","6,21",63,"250,25","624,91","1419,13","3843,17","4129,68","109,45",12462_filter_live_1.pdf,False,15,48,2020-08-30 Piast Gliwice 0 - 1 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
978,2020-12-07,Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,Pogoń Szczecin,Matynia H.,95:48,"10826,77","28,48","6,78",57,"120,76","747,21","1899,63","4319,67","3632,29","107,21",12541_filter_live_1.pdf,False,8,49,2020-12-07 Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
979,2021-03-12,Jagiellonia Białystok 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,8:38,"859,58","28,85","5,97",8,"22,49","85,41","122,42","318,26","311,00","0,00",12633_filter_live_1.pdf,False,2,6,2021-03-12 Jagiellonia Białystok 0 - 1 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
980,2020-12-19,Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,Pogoń Szczecin,Matynia H.,57:41,"6559,25","29,20","6,82",34,"13,79","527,71","964,04","2701,98","2308,24","43,49",12558_filter_live_1.pdf,False,1,33,2020-12-19 Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
981,2020-12-12,Warta Poznań 1 - 2 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,94:52,"10767,88","32,55","6,81",70,"182,59","759,60","1854,27","4383,46","3469,57","118,39",12552_filter_live_1.pdf,False,9,61,2020-12-12 Warta Poznań 1 - 2 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
982,2020-10-19,Lechia Gdańsk 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Matynia H.,67:15,"7671,26","29,66","6,84",45,"148,72","496,04","1219,16","3177,06","2582,47","47,81",12500_filter_live_1.pdf,False,10,35,2020-10-19 Lechia Gdańsk 0 - 1 Pogoń Szczecin,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
983,2020-07-05,Pogoń Szczecin 2 - 2 Jagiellonia Białystok,Pogoń Szczecin,Matynia H.,17:24,"2005,76","25,11","6,92",13,"0,00","192,31","316,23","757,77","704,37","35,08",12422_filter_live_1.pdf,False,0,13,2020-07-05 Pogoń Szczecin 2 - 2 Jagiellonia Białystok,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
984,2020-07-15,Pogoń Szczecin 1 - 0 Piast Gliwice,Pogoń Szczecin,Matynia H.,27:21,"2924,04","29,37","6,41",16,"42,35","292,49","582,13","957,36","929,66","120,05",12439_filter_live_1.pdf,False,2,14,2020-07-15 Pogoń Szczecin 1 - 0 Piast Gliwice,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
985,2020-10-24,Pogoń Szczecin 0 - 0 Legia Warszawa,Pogoń Szczecin,Matynia H.,98:30,"11232,91","32,44","6,84",68,"212,09","732,88","1695,98","4768,31","3797,63","26,02",12508_filter_live_1.pdf,False,11,57,2020-10-24 Pogoń Szczecin 0 - 0 Legia Warszawa,2020/2021,Matynia,H.,721,96080076,€ 45.000,€ 1.200,2021-12-31,Poland,50,55,DL,2020-11-23,10,12,12,5,10,9,9,6,11,9,12,10,9,11,7,12,11,12,11,10,10,11,8,14,10,15,10,14,13,12,11,10,12,13,9,9
