,Date,Match Details,club,Player Name,MinsPlayed,TotalDistance(m),TopSpeed(km/h),AvgSpeed(km/h),HighIntensityActivity,Sprints(> 25.20 km/h)Dist (m),HSR(19.81-25.20 km/h)Dist (m),Distance (m)14.41-19.80km/h,7.21-14.40km/h,0.73-7.20km/h,< 0.72km/h,PDF Name,Young Player,Sprints(> 25.20 km/h) No,HSR(19.81-25.20 km/h) No,Key,season,lastName,firstName,Unnamed: 0,id,values,wages,contractexpires,nation,currentAbility,potentialAbility,position,date,aerialReach,commandofArea,communication,eccentricity,firstTouch,handling,kicking,oneonOnes,passing,punchingTendency,reflexes,rushingoutTendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,offtheBall,positioning,teamwork,vision,workRate,acceleration,agility,balance,jumpingReach,naturalFitness,pace,stamina,strength,freeKickTaking,penaltyTaking,technique
40,2021-02-27,Górnik Zabrze 1 - 2 Legia Warszawa,Legia Warszawa,Boruc A.,101:24,"4523,43","18,99","2,68",0,"0,00","0,00","26,19","678,42","3782,99","35,83",12620_filter_live_1.pdf,False,0,0,2021-02-27 Górnik Zabrze 1 - 2 Legia Warszawa,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
41,2020-11-08,Legia Warszawa 2 - 1 Lech Poznań,Legia Warszawa,Boruc A.,94:43,"4526,70","20,75","2,87",0,"0,00","0,00","85,52","823,99","3604,96","12,23",12516_filter_live_1.pdf,False,0,0,2020-11-08 Legia Warszawa 2 - 1 Lech Poznań,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
42,2021-04-21,Piast Gliwice 0 - 1 Legia Warszawa,Legia Warszawa,Boruc A.,93:16,"3869,33","19,70","2,49",0,"0,00","0,00","67,07","492,97","3294,23","15,06",12687_filter_live_1.pdf,False,0,0,2021-04-21 Piast Gliwice 0 - 1 Legia Warszawa,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
43,2020-10-18,Legia Warszawa 2 - 1 KGHM Zagłębie Lubin,Legia Warszawa,Boruc A.,93:11,"4101,04","20,51","2,64",0,"0,00","0,00","106,42","415,50","3559,37","19,75",12501_filter_live_1.pdf,False,0,0,2020-10-18 Legia Warszawa 2 - 1 KGHM Zagłębie Lubin,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
44,2020-12-12,Wisła Kraków 1 - 2 Legia Warszawa,Legia Warszawa,Boruc A.,95:15,"4255,13","20,29","2,68",0,"0,00","0,00","64,62","652,02","3501,19","37,30",12551_filter_live_1.pdf,False,0,0,2020-12-12 Wisła Kraków 1 - 2 Legia Warszawa,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
45,2020-08-29,Legia Warszawa 1 - 2 Jagiellonia Białystok,Legia Warszawa,Boruc A.,100:50,"3617,49","22,95","2,15",0,"0,00","0,00","58,40","497,94","2340,92","713,39",12461_filter_live_1.pdf,False,0,0,2020-08-29 Legia Warszawa 1 - 2 Jagiellonia Białystok,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
46,2020-11-29,Legia Warszawa 2 - 2 Piast Gliwice,Legia Warszawa,Boruc A.,97:13,"3988,99","19,09","2,46",0,"0,00","0,00","28,82","508,91","3436,19","15,07",12531_filter_live_1.pdf,False,0,0,2020-11-29 Legia Warszawa 2 - 2 Piast Gliwice,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
47,2020-12-05,Legia Warszawa 2 - 0 Lechia Gdańsk,Legia Warszawa,Boruc A.,96:39,"3976,31","23,38","2,47",0,"0,00","0,00","60,21","555,71","3334,00","14,48",12539_filter_live_1.pdf,False,0,0,2020-12-05 Legia Warszawa 2 - 0 Lechia Gdańsk,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
48,2021-04-25,Lechia Gdańsk 0 - 1 Legia Warszawa,Legia Warszawa,Boruc A.,96:52,"4143,62","20,38","2,57",0,"0,00","0,00","62,59","571,17","3482,38","27,48",12695_filter_live_1.pdf,False,0,0,2021-04-25 Lechia Gdańsk 0 - 1 Legia Warszawa,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
49,2021-03-07,Śląsk Wrocław 0 - 1 Legia Warszawa,Legia Warszawa,Boruc A.,97:30,"4251,43","20,25","2,61",0,"0,00","0,00","61,35","380,66","3772,87","36,55",12624_filter_live_1.pdf,False,0,0,2021-03-07 Śląsk Wrocław 0 - 1 Legia Warszawa,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
50,2021-04-18,Legia Warszawa 0 - 0 Cracovia,Legia Warszawa,Boruc A.,95:14,"3729,17","24,00","2,35",3,"0,00","41,32","110,79","598,13","2931,80","47,13",12679_filter_live_1.pdf,False,0,3,2021-04-18 Legia Warszawa 0 - 0 Cracovia,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
51,2020-10-24,Pogoń Szczecin 0 - 0 Legia Warszawa,Legia Warszawa,Boruc A.,98:30,"4553,94","23,08","2,77",0,"0,00","0,00","78,58","652,33","3775,50","35,61",12508_filter_live_1.pdf,False,0,0,2020-10-24 Pogoń Szczecin 0 - 0 Legia Warszawa,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
52,2020-08-22,Raków Częstochowa 1 - 2 Legia Warszawa,Legia Warszawa,Boruc A.,99:08,"4205,41","25,32","2,55",3,"0,00","34,03","60,73","701,40","3302,12","107,13",12452_filter_live_1.pdf,False,0,3,2020-08-22 Raków Częstochowa 1 - 2 Legia Warszawa,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
53,2021-04-03,Legia Warszawa 4 - 2 Pogoń Szczecin,Legia Warszawa,Boruc A.,95:19,"3896,66","21,87","2,45",0,"0,00","0,00","69,21","374,33","3431,34","21,78",12650_filter_live_1.pdf,False,0,0,2021-04-03 Legia Warszawa 4 - 2 Pogoń Szczecin,2020/2021,Boruc,A.,7,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70,GK,2020-11-23,14,15,16,13,7,14,10,15,12,11,15,16,15,12,14,13,14,9,11,17,3,11,8,14,11,8,9,6,13,10,15,10,6,8,15,6,5,11
54,2020-09-11,Jagiellonia Białystok 2 - 2 Podbeskidzie Bielsko - Biała,Jagiellonia Białystok,Steinbors P.,98:23,"4494,39","21,84","2,74",0,"0,00","0,00","91,08","859,34","3508,54","21,73",12467_filter_live_1.pdf,False,0,0,2020-09-11 Jagiellonia Białystok 2 - 2 Podbeskidzie Bielsko - Biała,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
55,2020-12-05,Jagiellonia Białystok 4 - 3 Warta Poznań,Jagiellonia Białystok,Steinbors P.,96:45,"4426,80","20,53","2,75",0,"0,00","0,00","78,50","749,46","3518,81","72,81",12544_filter_live_1.pdf,False,0,0,2020-12-05 Jagiellonia Białystok 4 - 3 Warta Poznań,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
56,2020-10-17,Jagiellonia Białystok 2 - 1 Lech Poznań,Jagiellonia Białystok,Steinbors P.,97:18,"4421,17","21,88","2,73",0,"0,00","0,00","70,44","913,93","3390,12","39,09",12499_filter_live_1.pdf,False,0,0,2020-10-17 Jagiellonia Białystok 2 - 1 Lech Poznań,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
57,2021-04-25,Warta Poznań 2 - 0 Jagiellonia Białystok,Jagiellonia Białystok,Steinbors P.,95:17,"4234,98","28,88","2,67",0,"0,00","0,00","125,46","781,70","3170,08","152,12",12693_filter_live_1.pdf,False,0,0,2021-04-25 Warta Poznań 2 - 0 Jagiellonia Białystok,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
58,2020-08-29,Legia Warszawa 1 - 2 Jagiellonia Białystok,Jagiellonia Białystok,Steinbors P.,100:50,"4030,71","22,41","2,40",0,"0,00","0,00","38,30","545,36","2997,44","441,82",12461_filter_live_1.pdf,False,0,0,2020-08-29 Legia Warszawa 1 - 2 Jagiellonia Białystok,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
59,2020-08-24,Jagiellonia Białystok 1 - 1 Wisła Kraków,Jagiellonia Białystok,Steinbors P.,98:15,"4022,00","22,75","2,46",2,"0,00","25,55","48,30","590,51","3285,81","71,83",12456_filter_live_1.pdf,False,0,2,2020-08-24 Jagiellonia Białystok 1 - 1 Wisła Kraków,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
60,2020-09-21,Piast Gliwice 0 - 1 Jagiellonia Białystok,Jagiellonia Białystok,Steinbors P.,94:42,"4238,79","21,28","2,69",0,"0,00","0,00","96,14","731,09","3350,26","55,54",12476_filter_live_1.pdf,False,0,0,2020-09-21 Piast Gliwice 0 - 1 Jagiellonia Białystok,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
61,2021-04-28,Jagiellonia Białystok 0 - 0 Raków Częstochowa,Jagiellonia Białystok,Steinbors P.,39:49,"1852,28","22,54","2,79",0,"0,00","0,00","44,57","395,58","1381,92","23,51",12697_filter_live_1.pdf,False,0,0,2021-04-28 Jagiellonia Białystok 0 - 0 Raków Częstochowa,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
62,2020-12-13,Raków Częstochowa 3 - 2 Jagiellonia Białystok,Jagiellonia Białystok,Steinbors P.,101:55,"4454,02","27,20","2,62",2,"0,00","15,92","127,81","787,17","3433,55","89,57",12549_filter_live_1.pdf,False,0,2,2020-12-13 Raków Częstochowa 3 - 2 Jagiellonia Białystok,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
63,2020-09-26,Jagiellonia Białystok 0 - 1 KGHM Zagłębie Lubin,Jagiellonia Białystok,Steinbors P.,98:24,"4565,53","19,94","2,78",0,"0,00","0,00","114,98","941,18","3456,63","52,74",12485_filter_live_1.pdf,False,0,0,2020-09-26 Jagiellonia Białystok 0 - 1 KGHM Zagłębie Lubin,2020/2021,Steinbors,P.,9,8404400,€ 48.500,€ 2.300,2022-06-30,Latvia,56,57,GK,2020-11-23,14,12,11,4,4,14,10,12,13,8,16,12,11,8,11,11,9,10,12,11,2,10,2,12,10,10,11,8,12,11,15,13,8,10,13,6,2,4
