PDF Name;Date;Match Details;Match Length;Net Playing Time;Net Playing Time (1st half);Net Playing Time (2nd half);Team Name;Possession;Net Poss. Time;Net Poss. Time (1st half);Net Poss. Time (2nd half);Distance (m);Sprints;High Speed Runs;Sprint Distance (m);Top Speed (Player);Top Speed (Young Player);Top Speed (km/h);Max Distance (Player);Max Distance (Young Player);Max Distance (m);Max Sprints (Player);Max Sprints (Young Player);Max Sprints;Key;Season
12429_filter_live_1.pdf;2020-07-11;Wisła Kraków 1 - 1 Korona Kielce;0.1:38:1;0.0:51:54;0.0:24:49;0.0:27:5;Wisła Kraków;41%;0.0:19:51;0.0:11:0;0.0:8:51;104299,43;112;520;2225,82;Hołownia M.;True;32,93;Boguski R.;False;11511,81;Sadlok M.;False;16;2020-07-11 Wisła Kraków 1 - 1 Korona Kielce;2020/2021
12429_filter_live_1.pdf;2020-07-11;Wisła Kraków 1 - 1 Korona Kielce;0.1:38:1;0.0:51:54;0.0:24:49;0.0:27:5;Korona Kielce;59%;0.0:31:41;0.0:13:44;0.0:17:57;109799,93;77;513;1553,42;Gardawski M.;False;31,98;Szelągowski D.;True;11403,7;Gardawski M.;False;14;2020-07-11 Wisła Kraków 1 - 1 Korona Kielce;2020/2021
Miedź Legnica - Śląsk Wrocław (2).pdf;2019-05-14;Miedź Legnica 0 - 2 Śląsk Wrocław;0.1:35:54;0.0:54:2;0.0:27:55;0.0:26:7;Miedź Legnica;60%;0.0:32:29;0.0:15:20;0.0:17:9;111117,04;91;485;1742,17;Szczepaniak M.;False;31,61;Pikk A.;False;11483,2;Camara J.;False;19;2019-05-14 Miedź Legnica 0 - 2 Śląsk Wrocław;2018/2019
Miedź Legnica - Śląsk Wrocław (2).pdf;2019-05-14;Miedź Legnica 0 - 2 Śląsk Wrocław;0.1:35:54;0.0:54:2;0.0:27:55;0.0:26:7;Śląsk Wrocław;40%;0.0:20:26;0.0:11:45;0.0:8:41;111331,21;84;465;1602,6;Broź Ł.;False;32,76;Cholewiak M.;False;11644,35;Cholewiak M.;False;23;2019-05-14 Miedź Legnica 0 - 2 Śląsk Wrocław;2018/2019
12648_filter_live_1.pdf;2021-04-03;Wisła Płock 0 - 1 Piast Gliwice;0.1:35:7;0.0:56:33;0.0:25:14;0.0:31:19;Wisła Płock;58%;0.0:32:18;0.0:13:44;0.0:18:34;116867,99;91;552;1860,35;Adamczyk H.;False;32,24;Lesniak F.;False;12122,52;Vallo K.;False;15;2021-04-03 Wisła Płock 0 - 1 Piast Gliwice;2020/2021
12648_filter_live_1.pdf;2021-04-03;Wisła Płock 0 - 1 Piast Gliwice;0.1:35:7;0.0:56:33;0.0:25:14;0.0:31:19;Piast Gliwice;42%;0.0:23:55;0.0:11:24;0.0:12:31;111173,9;65;477;1081,31;Pyrka A.;True;33,45;Jodłowiec T.;False;11401,46;Steczyk D.;True;9;2021-04-03 Wisła Płock 0 - 1 Piast Gliwice;2020/2021
12244_filter_live_1.pdf;2019-10-27;Legia Warszawa 7 - 0 Wisła Kraków;0.1:31:50;0.0:49:5;0.0:27:27;0.0:21:38;Legia Warszawa;51%;0.0:25:30;0.0:13:3;0.0:12:27;102717,22;112;507;2291,72;Lewczuk I.;False;33,03;Novikovas A.;False;10796,12;Wszołek P.;False;20;2019-10-27 Legia Warszawa 7 - 0 Wisła Kraków;2019/2020
12244_filter_live_1.pdf;2019-10-27;Legia Warszawa 7 - 0 Wisła Kraków;0.1:31:50;0.0:49:5;0.0:27:27;0.0:21:38;Wisła Kraków;49%;0.0:23:5;0.0:14:4;0.0:9:1;102061,36;91;507;1709,52;Klemenz L.;False;31,68;Savicević V.;False;11267,86;Boguski R.;False;11;2019-10-27 Legia Warszawa 7 - 0 Wisła Kraków;2019/2020
Korona Kielce - Wisła Kraków.pdf;2019-03-09;Korona Kielce 2 - 6 Wisła Kraków;0.1:34:32;0.0:45:39;0.0:22:46;0.0:22:53;Korona Kielce;50%;0.0:22:54;0.0:10:48;0.0:12:6;106787,2;107;545;1964,71;Gardawski M.;False;33,14;Pućko M.;False;11046,19;Pućko M.;False;17;2019-03-09 Korona Kielce 2 - 6 Wisła Kraków;2018/2019
Korona Kielce - Wisła Kraków.pdf;2019-03-09;Korona Kielce 2 - 6 Wisła Kraków;0.1:34:32;0.0:45:39;0.0:22:46;0.0:22:53;Wisła Kraków;50%;0.0:21:46;0.0:11:24;0.0:10:22;113907,85;115;599;2132,55;Burliga Ł.;False;33,44;Kolar M.;False;11235,59;Kolar M.;False;22;2019-03-09 Korona Kielce 2 - 6 Wisła Kraków;2018/2019
12694_filter_live_1.pdf;2021-04-25;PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin;0.1:39:59;0.1:0:24;0.0:31:3;0.0:29:21;PGE FKS Stal Mielec;40%;0.0:21:53;0.0:10:52;0.0:11:1;119065,55;129;598;2426,12;De Amo J.;False;33,03;Urbańczyk M.;False;11816,92;Getinger K.;False;16;2021-04-25 PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin;2020/2021
12694_filter_live_1.pdf;2021-04-25;PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin;0.1:39:59;0.1:0:24;0.0:31:3;0.0:29:21;Pogoń Szczecin;60%;0.0:37:8;0.0:19:39;0.0:17:29;115725,98;112;591;2200,77;Benedyczak A.;True;35,15;Bartkowski J.;False;11480,91;Mata L.;False;19;2021-04-25 PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin;2020/2021
12430_filter_live_1.pdf;2020-07-12;Śląsk Wrocław 2 - 2 Pogoń Szczecin;0.1:38:44;0.0:57:28;0.0:27:21;0.0:30:7;Śląsk Wrocław;45%;0.0:24:34;0.0:12:7;0.0:12:27;114476,97;108;472;2116,02;Płacheta P.;True;34,48;Pich R.;False;11804,63;Płacheta P.;True;22;2020-07-12 Śląsk Wrocław 2 - 2 Pogoń Szczecin;2020/2021
12430_filter_live_1.pdf;2020-07-12;Śląsk Wrocław 2 - 2 Pogoń Szczecin;0.1:38:44;0.0:57:28;0.0:27:21;0.0:30:7;Pogoń Szczecin;55%;0.0:31:52;0.0:14:51;0.0:17:1;116044,09;103;470;1778,37;Zech B.;False;33,96;Dąbrowski D.;False;11545,51;Zech B.;False;14;2020-07-12 Śląsk Wrocław 2 - 2 Pogoń Szczecin;2020/2021
Lech Poznań - Górnik Zabrze.pdf;2019-03-15;Lech Poznań 0 - 3 Górnik Zabrze;0.1:35:18;0.0:54:17;0.0:27:30;0.0:26:47;Lech Poznań;56%;0.0:30:25;0.0:14:53;0.0:15:32;106947,54;84;439;2051,05;Makuszewski M.;False;33,88;Gajos M.;False;11199,45;Tomasik P.;False;18;2019-03-15 Lech Poznań 0 - 3 Górnik Zabrze;2018/2019
Lech Poznań - Górnik Zabrze.pdf;2019-03-15;Lech Poznań 0 - 3 Górnik Zabrze;0.1:35:18;0.0:54:17;0.0:27:30;0.0:26:47;Górnik Zabrze;44%;0.0:23:18;0.0:12:16;0.0:11:2;115644,85;68;507;1543,55;Wiśniewski P.;False;34,44;Żurkowski S.;False;12504,52;Gryszkiewicz A.;False;11;2019-03-15 Lech Poznań 0 - 3 Górnik Zabrze;2018/2019
12192_filter_live_1.pdf;2019-08-25;ŁKS Łódź 2 - 3 Legia Warszawa;0.1:36:11;0.1:2:3;0.0:31:27;0.0:30:36;ŁKS Łódź;54%;0.0:34:26;0.0:16:31;0.0:17:55;118782,38;96;512;1707,42;Bryła P.;False;34,18;Piątek Ł.;False;12097,68;Bryła P.;False;18;2019-08-25 ŁKS Łódź 2 - 3 Legia Warszawa;2019/2020
12192_filter_live_1.pdf;2019-08-25;ŁKS Łódź 2 - 3 Legia Warszawa;0.1:36:11;0.1:2:3;0.0:31:27;0.0:30:36;Legia Warszawa;46%;0.0:26:34;0.0:14:36;0.0:11:58;110122,78;107;499;1842,34;Niezgoda J.;False;34,05;Nagy D.;False;11526,01;Karbownik M.;False;19;2019-08-25 ŁKS Łódź 2 - 3 Legia Warszawa;2019/2020
12708_filter_live_1.pdf;2021-05-10;Raków Częstochowa 1 - 0 Piast Gliwice;0.1:36:55;0.1:1:47;0.0:30:7;0.0:31:40;Raków Częstochowa;43%;0.0:24:50;0.0:13:21;0.0:11:29;110029,17;80;403;1314,3;Lopez I.;False;32,06;Kun P.;False;10861,98;Kun P.;False;9;2021-05-10 Raków Częstochowa 1 - 0 Piast Gliwice;2020/2021
12708_filter_live_1.pdf;2021-05-10;Raków Częstochowa 1 - 0 Piast Gliwice;0.1:36:55;0.1:1:47;0.0:30:7;0.0:31:40;Piast Gliwice;57%;0.0:36:7;0.0:16:19;0.0:19:48;101756,86;50;356;888,18;Chrapek M.;False;33,97;Chrapek M.;False;10606,95;Huk T.;False;9;2021-05-10 Raków Częstochowa 1 - 0 Piast Gliwice;2020/2021
Śląsk Wrocław - Wisła Płock (2).pdf;2019-05-11;Śląsk Wrocław 2 - 1 Wisła Płock;0.1:36:58;0.0:45:54;0.0:23:43;0.0:22:11;Śląsk Wrocław;52%;0.0:24:4;0.0:12:24;0.0:11:40;100604,52;71;412;1382,02;Cholewiak M.;False;33,24;Chrapek M.;False;10468,49;Cholewiak M.;False;17;2019-05-11 Śląsk Wrocław 2 - 1 Wisła Płock;2018/2019
Śląsk Wrocław - Wisła Płock (2).pdf;2019-05-11;Śląsk Wrocław 2 - 1 Wisła Płock;0.1:36:58;0.0:45:54;0.0:23:43;0.0:22:11;Wisła Płock;48%;0.0:20:56;0.0:10:55;0.0:10:1;102565,79;79;414;1455,58;Łasicki I.;False;31,91;McGing J.;False;10456,38;Cabezali A.;False;14;2019-05-11 Śląsk Wrocław 2 - 1 Wisła Płock;2018/2019
12555_filter_live_1.pdf;2020-12-19;Lech Poznań 0 - 1 Wisła Kraków;0.1:35:20;0.0:53:3;0.0:24:45;0.0:28:18;Lech Poznań;55%;0.0:29:30;0.0:12:5;0.0:17:25;110126,36;124;589;2440,01;Marchwiński F.;True;33,45;Ramirez D.;False;11325,78;Kraweć W.;False;17;2020-12-19 Lech Poznań 0 - 1 Wisła Kraków;2020/2021
12555_filter_live_1.pdf;2020-12-19;Lech Poznań 0 - 1 Wisła Kraków;0.1:35:20;0.0:53:3;0.0:24:45;0.0:28:18;Wisła Kraków;45%;0.0:22:43;0.0:12:21;0.0:10:22;118079,23;123;663;2390,59;Savić S.;False;32,88;Savić S.;False;12093,53;Plewka P.;True;19;2020-12-19 Lech Poznań 0 - 1 Wisła Kraków;2020/2021
Lechia Gdańsk - Cracovia.pdf;2018-11-10;Lechia Gdańsk 1 - 0 Cracovia;0.1:35:15;0.0:50:49;0.0:24:53;0.0:25:56;Lechia Gdańsk;47%;0.0:23:14;0.0:13:2;0.0:10:12;109973,97;93;473;1404,72;Michalak K.;False;33,71;Kubicki J.;False;11332,54;Nunes J.;False;20;2018-11-10 Lechia Gdańsk 1 - 0 Cracovia;2018/2019
Lechia Gdańsk - Cracovia.pdf;2018-11-10;Lechia Gdańsk 1 - 0 Cracovia;0.1:35:15;0.0:50:49;0.0:24:53;0.0:25:56;Cracovia;53%;0.0:26:37;0.0:11:18;0.0:15:19;111922,24;93;471;1662,72;Wdowiak M.;False;33,82;Wdowiak M.;False;11617,59;Wdowiak M.;False;24;2018-11-10 Lechia Gdańsk 1 - 0 Cracovia;2018/2019
12381_filter_live_1.pdf;2020-06-09;Piast Gliwice 0 - 0 Górnik Zabrze;0.1:33:18;0.0:59:2;0.0:29:55;0.0:29:7;Piast Gliwice;57%;0.0:33:37;0.0:15:56;0.0:17:41;112038,02;114;540;2379,89;Konczkowski M.;False;32,47;Milewski S.;True;11068,9;Konczkowski M.;False;22;2020-06-09 Piast Gliwice 0 - 0 Górnik Zabrze;2019/2020
12381_filter_live_1.pdf;2020-06-09;Piast Gliwice 0 - 0 Górnik Zabrze;0.1:33:18;0.0:59:2;0.0:29:55;0.0:29:7;Górnik Zabrze;43%;0.0:24:12;0.0:13:38;0.0:10:34;117268,34;104;613;2303,76;Vassilantonopoulos S.;False;32,44;Vassilantonopoulos S.;False;12242,34;Vassilantonopoulos S.;False;24;2020-06-09 Piast Gliwice 0 - 0 Górnik Zabrze;2019/2020
Zagłębie Sosnowiec - Śląsk Wrocław (2).pdf;2019-05-05;Zagłębie Sosnowiec 2 - 4 Śląsk Wrocław;0.1:34:16;0.0:45:4;0.0:23:5;0.0:21:59;Zagłębie Sosnowiec;54%;0.0:24:8;0.0:11:35;0.0:12:33;105352,79;83;458;1440,94;Mygas G.;False;33,43;Nawotka T.;False;11195,08;Nawotka T.;False;20;2019-05-05 Zagłębie Sosnowiec 2 - 4 Śląsk Wrocław;2018/2019
Zagłębie Sosnowiec - Śląsk Wrocław (2).pdf;2019-05-05;Zagłębie Sosnowiec 2 - 4 Śląsk Wrocław;0.1:34:16;0.0:45:4;0.0:23:5;0.0:21:59;Śląsk Wrocław;46%;0.0:20:16;0.0:11:9;0.0:9:7;106543,3;84;458;1541,08;Cholewiak M.;False;32,63;Chrapek M.;False;11473,67;Cholewiak M.;False;20;2019-05-05 Zagłębie Sosnowiec 2 - 4 Śląsk Wrocław;2018/2019
Górnik Zabrze - Lech Poznań.pdf;2018-10-05;Górnik Zabrze 2 - 2 Lech Poznań;0.1:36:11;0.0:49:25;0.0:24:29;0.0:24:56;Górnik Zabrze;40%;0.0:19:32;0.0:9:10;0.0:10:22;121671,89;98;601;1808,13;Wiśniewski P.;False;32,89;Żurkowski S.;False;12810,28;Gryszkiewicz A.;False;14;2018-10-05 Górnik Zabrze 2 - 2 Lech Poznań;2018/2019
Górnik Zabrze - Lech Poznań.pdf;2018-10-05;Górnik Zabrze 2 - 2 Lech Poznań;0.1:36:11;0.0:49:25;0.0:24:29;0.0:24:56;Lech Poznań;60%;0.0:29:18;0.0:14:55;0.0:14:23;111206,98;111;510;2294,56;Jóźwiak K.;False;33,43;Tiba P.;False;11138,89;Kostewycz W.;False;22;2018-10-05 Górnik Zabrze 2 - 2 Lech Poznań;2018/2019
Górnik Zabrze - Raków Częstochowa.pdf;2019-08-10;Górnik Zabrze 1 - 0 Raków Częstochowa;0.1:36:11;0.0:56:4;0.0:29:10;0.0:26:54;Górnik Zabrze;42%;0.0:22:31;0.0:11:59;0.0:10:32;111124,17;69;439;1294,25;Wolsztyński Ł.;False;33,1;Jimenez J.;False;11224,36;Jimenez J.;False;13;2019-08-10 Górnik Zabrze 1 - 0 Raków Częstochowa;2019/2020
Górnik Zabrze - Raków Częstochowa.pdf;2019-08-10;Górnik Zabrze 1 - 0 Raków Częstochowa;0.1:36:11;0.0:56:4;0.0:29:10;0.0:26:54;Raków Częstochowa;58%;0.0:33:6;0.0:16:57;0.0:16:9;117029,45;68;491;1465,01;Musiolik S.;False;34,18;Kun P.;False;11935;Szymonowicz D.;False;10;2019-08-10 Górnik Zabrze 1 - 0 Raków Częstochowa;2019/2020
12460_filter_live_1.pdf;2020-08-29;Wisła Kraków 1 - 3 Śląsk Wrocław;0.1:36:54;0.0:51:36;0.0:25:39;0.0:25:57;Wisła Kraków;57%;0.0:29:6;0.0:15:22;0.0:13:44;108492,51;90;467;1450,49;Yeboah Y.;False;34,34;Basha V.;False;10599,28;Sadlok M.;False;15;2020-08-29 Wisła Kraków 1 - 3 Śląsk Wrocław;2020/2021
12460_filter_live_1.pdf;2020-08-29;Wisła Kraków 1 - 3 Śląsk Wrocław;0.1:36:54;0.0:51:36;0.0:25:39;0.0:25:57;Śląsk Wrocław;43%;0.0:21:29;0.0:9:46;0.0:11:43;109177,92;90;459;1548,03;Musonda L.;False;33,08;Celeban P.;False;10319,68;Celeban P.;False;14;2020-08-29 Wisła Kraków 1 - 3 Śląsk Wrocław;2020/2021
12636_filter_live_1.pdf;2021-03-13;Legia Warszawa 3 - 2 Warta Poznań;0.1:34:15;0.1:4:15;0.0:32:0;0.0:32:15;Legia Warszawa;59%;0.0:37:2;0.0:20:54;0.0:16:8;111190,76;118;574;2294,59;Kapustka B.;False;33;Slisz B.;True;11900,96;Wszołek P.;False;21;2021-03-13 Legia Warszawa 3 - 2 Warta Poznań;2020/2021
12636_filter_live_1.pdf;2021-03-13;Legia Warszawa 3 - 2 Warta Poznań;0.1:34:15;0.1:4:15;0.0:32:0;0.0:32:15;Warta Poznań;41%;0.0:25:59;0.0:10:50;0.0:15:9;114972,94;134;605;2327,15;Baku M.;False;33,53;Kupczak M.;False;12037,84;Kuzimski M.;False;22;2021-03-13 Legia Warszawa 3 - 2 Warta Poznań;2020/2021
Zagłębie Sosnowiec - Cracovia.pdf;2018-09-30;Zagłębie Sosnowiec 1 - 1 Cracovia;0.1:36:26;0.0:56:51;0.0:26:12;0.0:30:39;Zagłębie Sosnowiec;47%;0.0:25:28;0.0:13:8;0.0:12:20;113314,02;117;509;2234,61;Sanogo V.;False;33,07;Wrzesiński K.;False;12597,64;Wrzesiński K.;False;24;2018-09-30 Zagłębie Sosnowiec 1 - 1 Cracovia;2018/2019
Zagłębie Sosnowiec - Cracovia.pdf;2018-09-30;Zagłębie Sosnowiec 1 - 1 Cracovia;0.1:36:26;0.0:56:51;0.0:26:12;0.0:30:39;Cracovia;53%;0.0:30:0;0.0:12:9;0.0:17:51;115567,15;97;505;1877,3;Wdowiak M.;False;32,79;Dimun M.;False;12552,66;Zenjov S.;False;18;2018-09-30 Zagłębie Sosnowiec 1 - 1 Cracovia;2018/2019
12454_filter_live_1.pdf;2020-08-23;Warta Poznań 0 - 1 Lechia Gdańsk;0.1:34:24;0.0:55:3;0.0:27:51;0.0:27:12;Warta Poznań;51%;0.0:27:55;0.0:13:13;0.0:14:42;110373,77;103;468;1828,85;Jaroch G.;False;32,67;Kupczak M.;False;11967,12;Kiełb J.;False;14;2020-08-23 Warta Poznań 0 - 1 Lechia Gdańsk;2020/2021
12454_filter_live_1.pdf;2020-08-23;Warta Poznań 0 - 1 Lechia Gdańsk;0.1:34:24;0.0:55:3;0.0:27:51;0.0:27:12;Lechia Gdańsk;49%;0.0:26:5;0.0:14:4;0.0:12:1;111774,47;74;449;1351,75;Udovicić Ż.;False;32,85;Kubicki J.;False;11463,33;Haydary O.;False;11;2020-08-23 Warta Poznań 0 - 1 Lechia Gdańsk;2020/2021
12271_filter_live_1.pdf;2019-11-23;Pogoń Szczecin 3 - 1 Legia Warszawa;0.1:36:42;0.0:55:29;0.0:28:39;0.0:26:50;Pogoń Szczecin;52%;0.0:27:40;0.0:16:35;0.0:11:5;116961,83;105;536;1779,69;Zech B.;False;34,35;Kowalczyk S.;False;12010,76;Spiridonović S.;False;14;2019-11-23 Pogoń Szczecin 3 - 1 Legia Warszawa;2019/2020
12271_filter_live_1.pdf;2019-11-23;Pogoń Szczecin 3 - 1 Legia Warszawa;0.1:36:42;0.0:55:29;0.0:28:39;0.0:26:50;Legia Warszawa;48%;0.0:26:48;0.0:11:27;0.0:15:21;109403,37;102;464;1888,13;Wszołek P.;False;33,81;Gwilia W.;False;11601,6;Wszołek P.;False;19;2019-11-23 Pogoń Szczecin 3 - 1 Legia Warszawa;2019/2020
12507_filter_live_1.pdf;2020-10-23;Piast Gliwice 2 - 2 Wisła Płock;0.1:35:22;0.1:1:47;0.0:30:26;0.0:31:21;Piast Gliwice;58%;0.0:36:4;0.0:18:52;0.0:17:12;113301,62;86;401;1844,83;Rymaniak B.;False;33,35;Jodłowiec T.;False;11916,45;Alves T.;False;20;2020-10-23 Piast Gliwice 2 - 2 Wisła Płock;2020/2021
12507_filter_live_1.pdf;2020-10-23;Piast Gliwice 2 - 2 Wisła Płock;0.1:35:22;0.1:1:47;0.0:30:26;0.0:31:21;Wisła Płock;42%;0.0:24:56;0.0:11:13;0.0:13:43;122050,82;85;505;1581,91;Garcia A.;False;32,35;Lagator D.;False;12445,73;Garcia A.;False;19;2020-10-23 Piast Gliwice 2 - 2 Wisła Płock;2020/2021
12489_filter_live_1.pdf;2020-10-02;Raków Częstochowa 3 - 0 Wisła Płock;0.1:34:43;0.0:54:46;0.0:27:20;0.0:27:26;Raków Częstochowa;53%;0.0:28:9;0.0:16:15;0.0:11:54;114305,45;109;516;1851,78;Tudor F.;False;33,67;Piątkowski K.;True;11069,58;Gutkovskis V.;False;19;2020-10-02 Raków Częstochowa 3 - 0 Wisła Płock;2020/2021
12489_filter_live_1.pdf;2020-10-02;Raków Częstochowa 3 - 0 Wisła Płock;0.1:34:43;0.0:54:46;0.0:27:20;0.0:27:26;Wisła Płock;47%;0.0:25:42;0.0:10:31;0.0:15:11;115026,78;89;581;1623,24;Rasak D.;False;32,57;Lesniak F.;False;11291,28;Garcia A.;False;14;2020-10-02 Raków Częstochowa 3 - 0 Wisła Płock;2020/2021
Lechia Gdańsk - Górnik Zabrze.pdf;2018-12-22;Lechia Gdańsk 4 - 0 Górnik Zabrze;0.1:40:41;0.0:56:53;0.0:29:52;0.0:27:1;Lechia Gdańsk;46%;0.0:24:49;0.0:16:34;0.0:8:15;114441,45;87;475;1619,94;Michalak K.;False;34,69;Kubicki J.;False;12269,54;Nunes J.;False;17;2018-12-22 Lechia Gdańsk 4 - 0 Górnik Zabrze;2018/2019
Lechia Gdańsk - Górnik Zabrze.pdf;2018-12-22;Lechia Gdańsk 4 - 0 Górnik Zabrze;0.1:40:41;0.0:56:53;0.0:29:52;0.0:27:1;Górnik Zabrze;54%;0.0:28:16;0.0:13:1;0.0:15:15;119356,15;81;504;1395,37;Żurkowski S.;False;31,3;Żurkowski S.;False;11976,76;Gryszkiewicz A.;False;11;2018-12-22 Lechia Gdańsk 4 - 0 Górnik Zabrze;2018/2019
12266_filter_live_1.pdf;2019-11-22;Górnik Zabrze 2 - 2 Wisła Płock;0.1:43:18;0.0:51:36;0.0:25:36;0.0:26:0;Górnik Zabrze;53%;0.0:26:48;0.0:12:41;0.0:14:7;117250,21;111;529;2107,32;Jimenez J.;False;33,13;Matuszek S.;False;12069,37;Kopacz D.;False;24;2019-11-22 Górnik Zabrze 2 - 2 Wisła Płock;2019/2020
12266_filter_live_1.pdf;2019-11-22;Górnik Zabrze 2 - 2 Wisła Płock;0.1:43:18;0.0:51:36;0.0:25:36;0.0:26:0;Wisła Płock;47%;0.0:23:43;0.0:12:20;0.0:11:23;113389,49;100;479;2161,68;Sahiti S.;False;33,59;Szwoch M.;False;11965,94;Merebashvili G.;False;14;2019-11-22 Górnik Zabrze 2 - 2 Wisła Płock;2019/2020
12607_filter_live_1.pdf;2021-02-15;Górnik Zabrze 2 - 1 PGE FKS Stal Mielec;0.1:36:59;0.0:58:21;0.0:28:31;0.0:29:50;Górnik Zabrze;69%;0.0:41:7;0.0:18:44;0.0:22:23;117506,3;91;518;1500,04;Wiśniewski P.;False;32,2;Janża E.;False;12018,33;Wiśniewski P.;False;13;2021-02-15 Górnik Zabrze 2 - 1 PGE FKS Stal Mielec;2020/2021
12607_filter_live_1.pdf;2021-02-15;Górnik Zabrze 2 - 1 PGE FKS Stal Mielec;0.1:36:59;0.0:58:21;0.0:28:31;0.0:29:50;PGE FKS Stal Mielec;31%;0.0:16:18;0.0:9:26;0.0:6:52;120236,76;74;541;1259,56;Prokić A.;False;31,11;Tomasiewicz G.;False;11167,65;Prokić A.;False;11;2021-02-15 Górnik Zabrze 2 - 1 PGE FKS Stal Mielec;2020/2021
Jagiellonia Białystok - Korona Kielce.pdf;2019-03-16;Jagiellonia Białystok 1 - 3 Korona Kielce;0.1:40:33;0.0:57:39;0.0:28:45;0.0:28:54;Jagiellonia Białystok;57%;0.0:33:7;0.0:15:41;0.0:17:26;116717,67;93;542;1666,95;Klimala P.;False;32,76;Romanczuk T.;False;12219,83;Pospisil M.;False;14;2019-03-16 Jagiellonia Białystok 1 - 3 Korona Kielce;2018/2019
Jagiellonia Białystok - Korona Kielce.pdf;2019-03-16;Jagiellonia Białystok 1 - 3 Korona Kielce;0.1:40:33;0.0:57:39;0.0:28:45;0.0:28:54;Korona Kielce;43%;0.0:23:42;0.0:12:45;0.0:10:57;117155,37;97;543;1702,3;Skrzecz O.;False;32,41;Brown Forbes F.;False;12086,6;Pućko M.;False;18;2019-03-16 Jagiellonia Białystok 1 - 3 Korona Kielce;2018/2019
12547_filter_live_1.pdf;2020-12-14;Lechia Gdańsk 0 - 1 Wisła Płock;0.1:34:19;0.0:53:35;0.0:27:52;0.0:25:43;Lechia Gdańsk;49%;0.0:25:35;0.0:11:19;0.0:14:16;108354,9;82;505;1443,93;Conrado;False;33,68;Kryeziu E.;False;10704,76;Saief K.;False;12;2020-12-14 Lechia Gdańsk 0 - 1 Wisła Płock;2020/2021
12547_filter_live_1.pdf;2020-12-14;Lechia Gdańsk 0 - 1 Wisła Płock;0.1:34:19;0.0:53:35;0.0:27:52;0.0:25:43;Wisła Płock;51%;0.0:26:54;0.0:15:53;0.0:11:1;114745,34;81;545;1388,77;Garcia A.;False;32,19;Lesniak F.;False;12189;Garcia A.;False;12;2020-12-14 Lechia Gdańsk 0 - 1 Wisła Płock;2020/2021
12203_filter_live_1.pdf;2019-09-13;Jagiellonia Białystok 0 - 0 Legia Warszawa;0.1:38:57;0.0:59:20;0.0:28:53;0.0:30:27;Jagiellonia Białystok;55%;0.0:31:39;0.0:14:21;0.0:17:18;117887,81;87;495;1421,41;Camara J.;False;32,33;Imaz J.;False;12035,12;Wójcicki J.;False;13;2019-09-13 Jagiellonia Białystok 0 - 0 Legia Warszawa;2019/2020
12203_filter_live_1.pdf;2019-09-13;Jagiellonia Białystok 0 - 0 Legia Warszawa;0.1:38:57;0.0:59:20;0.0:28:53;0.0:30:27;Legia Warszawa;45%;0.0:26:54;0.0:14:19;0.0:12:35;106094,85;99;458;1694,65;Nagy D.;False;33,53;Gvilia V.;False;12243,64;Cafu;False;22;2019-09-13 Jagiellonia Białystok 0 - 0 Legia Warszawa;2019/2020
Lechia Gdańsk - Korona Kielce.pdf;2018-08-31;Lechia Gdańsk 2 - 0 Korona Kielce;0.1:34:26;0.0:52:53;0.0:28:9;0.0:24:44;Lechia Gdańsk;40%;0.0:19:49;0.0:11:13;0.0:8:36;110923,83;93;488;1739,77;Arak J.;False;33,62;Sopoćko M.;False;11805,77;Paixao F.;False;17;2018-08-31 Lechia Gdańsk 2 - 0 Korona Kielce;2018/2019
Lechia Gdańsk - Korona Kielce.pdf;2018-08-31;Lechia Gdańsk 2 - 0 Korona Kielce;0.1:34:26;0.0:52:53;0.0:28:9;0.0:24:44;Korona Kielce;60%;0.0:32:0;0.0:16:15;0.0:15:45;108686,26;110;471;1960,62;Diaw E.;False;33,17;Żubrowski J.;False;11159,8;Kosakiewicz Ł.;False;19;2018-08-31 Lechia Gdańsk 2 - 0 Korona Kielce;2018/2019
12357_filter_live_1.pdf;2020-03-09;Korona Kielce 1 - 0 ŁKS Łódź;0.1:37:51;0.0:53:11;0.0:28:57;0.0:24:14;Korona Kielce;40%;0.0:21:44;0.0:11:31;0.0:10:13;114948,79;97;538;1447,75;Spychała M.;False;32,52;Gnjatić O.;False;11653,58;Pućko M.;False;18;2020-03-09 Korona Kielce 1 - 0 ŁKS Łódź;2019/2020
12357_filter_live_1.pdf;2020-03-09;Korona Kielce 1 - 0 ŁKS Łódź;0.1:37:51;0.0:53:11;0.0:28:57;0.0:24:14;ŁKS Łódź;60%;0.0:30:43;0.0:17:2;0.0:13:41;113843,16;93;512;1432,47;Dąbrowski M.;False;32,2;Guima R.;False;12337,44;Vidmajer T.;False;16;2020-03-09 Korona Kielce 1 - 0 ŁKS Łódź;2019/2020
