PDF Name;Date;Match Details;Match Length;Net Playing Time;Net Playing Time (1st half);Net Playing Time (2nd half);Team Name;Possession;Net Poss. Time;Net Poss. Time (1st half);Net Poss. Time (2nd half);Distance (m);Sprints;High Speed Runs;Sprint Distance (m);Top Speed (Player);Top Speed (Young Player);Top Speed (km/h);Max Distance (Player);Max Distance (Young Player);Max Distance (m);Max Sprints (Player);Max Sprints (Young Player);Max Sprints;Key;Season
Wisła Kraków - Korona Kielce (2).pdf;2019-05-10;Wisła Kraków 1 - 0 Korona Kielce;0.1:39:15;0.0:52:27;0.0:27:21;0.0:25:6;Korona Kielce;46%;0.0:24:15;0.0:13:25;0.0:10:50;110143,26;102;489;1911,54;Gardawski M.;False;32,19;Gnjatić O.;False;11530,26;Gardawski M.;False;21;2019-05-10 Wisła Kraków 1 - 0 Korona Kielce;2018/2019
Miedź Legnica - Legia Warszawa.pdf;2018-09-22;Miedź Legnica 1 - 4 Legia Warszawa;0.1:36:7;0.0:53:36;0.0:30:34;0.0:23:2;Miedź Legnica;51%;0.0:26:46;0.0:15:23;0.0:11:23;108635,74;96;490;1710,44;Piątkowski M.;False;32,56;Fernandez B.;False;11425,27;Piasecki F.;False;17;2018-09-22 Miedź Legnica 1 - 4 Legia Warszawa;2018/2019
Miedź Legnica - Legia Warszawa.pdf;2018-09-22;Miedź Legnica 1 - 4 Legia Warszawa;0.1:36:7;0.0:53:36;0.0:30:34;0.0:23:2;Legia Warszawa;49%;0.0:26:13;0.0:14:52;0.0:11:21;113809,08;99;552;1815,98;Pasquato C.;False;32,38;Nagy D.;False;11207,04;Nagy D.;False;18;2018-09-22 Miedź Legnica 1 - 4 Legia Warszawa;2018/2019
Piast Gliwice - Pogoń Szczecin (2).pdf;2018-12-03;Piast Gliwice 3 - 0 Pogoń Szczecin;0.1:33:12;0.0:57:37;0.0:28:0;0.0:29:37;Piast Gliwice;46%;0.0:25:23;0.0:12:35;0.0:12:48;113166,8;88;501;1583,48;Valencia J.;False;31,98;Dziczek P.;False;11999,05;Valencia J.;False;21;2018-12-03 Piast Gliwice 3 - 0 Pogoń Szczecin;2018/2019
Piast Gliwice - Pogoń Szczecin (2).pdf;2018-12-03;Piast Gliwice 3 - 0 Pogoń Szczecin;0.1:33:12;0.0:57:37;0.0:28:0;0.0:29:37;Pogoń Szczecin;54%;0.0:31:49;0.0:15:12;0.0:16:37;115048,4;87;471;1431,63;Podstawski T.;False;31,99;Kozulj Z.;False;11474,33;Guarrotxena I.;False;19;2018-12-03 Piast Gliwice 3 - 0 Pogoń Szczecin;2018/2019
Korona Kielce - Legia Warszawa (2).pdf;2018-07-28;Korona Kielce 1 - 2 Legia Warszawa;0.1:34:11;0.0:51:38;0.0:28:0;0.0:23:38;Korona Kielce;51%;0.0:26:6;0.0:12:47;0.0:13:19;109094,67;95;512;1645,1;Jukić I.;False;33,27;Żubrowski J.;False;11274,63;Gardawski M.;False;16;2018-07-28 Korona Kielce 1 - 2 Legia Warszawa;2018/2019
Korona Kielce - Legia Warszawa (2).pdf;2018-07-28;Korona Kielce 1 - 2 Legia Warszawa;0.1:34:11;0.0:51:38;0.0:28:0;0.0:23:38;Legia Warszawa;49%;0.0:24:59;0.0:14:59;0.0:10:0;107036,52;97;464;1591,68;Hlousek A.;False;33,5;Nagy D.;False;11100,07;Nagy D.;False;15;2018-07-28 Korona Kielce 1 - 2 Legia Warszawa;2018/2019
12199_filter_live_1.pdf;2019-08-31;Wisła Płock 2 - 1 ŁKS Łódź;0.1:36:28;0.1:0:20;0.0:31:10;0.0:29:10;Wisła Płock;51%;0.0:30:5;0.0:17:58;0.0:12:7;105326,45;58;372;1053,57;Ricardinho;False;32,23;Szwoch M.;False;11572,68;Ricardinho;False;11;2019-08-31 Wisła Płock 2 - 1 ŁKS Łódź;2019/2020
12199_filter_live_1.pdf;2019-08-31;Wisła Płock 2 - 1 ŁKS Łódź;0.1:36:28;0.1:0:20;0.0:31:10;0.0:29:10;ŁKS Łódź;49%;0.0:29:26;0.0:12:47;0.0:16:39;112307,11;63;444;1037,26;Bryła P.;False;33,07;Piątek Ł.;False;11035,2;Guimaraes R.;False;8;2019-08-31 Wisła Płock 2 - 1 ŁKS Łódź;2019/2020
12474_filter_live_1.pdf;2020-09-19;Lechia Gdańsk 4 - 2 PGE FKS Stal Mielec;0.1:37:56;0.0:50:51;0.0:27:24;0.0:23:27;Lechia Gdańsk;57%;0.0:28:47;0.0:15:39;0.0:13:8;111870,58;100;474;2249,69;Haydary O.;False;33,9;Kubicki J.;False;11779,55;Haydary O.;False;17;2020-09-19 Lechia Gdańsk 4 - 2 PGE FKS Stal Mielec;2020/2021
12474_filter_live_1.pdf;2020-09-19;Lechia Gdańsk 4 - 2 PGE FKS Stal Mielec;0.1:37:56;0.0:50:51;0.0:27:24;0.0:23:27;PGE FKS Stal Mielec;43%;0.0:21:30;0.0:11:36;0.0:9:54;112623,8;88;486;1864,3;Getinger K.;False;32,45;Matras M.;False;10711,02;Getinger K.;False;13;2020-09-19 Lechia Gdańsk 4 - 2 PGE FKS Stal Mielec;2020/2021
Śląsk Wrocław - Wisła Kraków.pdf;2018-09-01;Śląsk Wrocław 0 - 1 Wisła Kraków;0.1:34:41;0.0:50:49;0.0:28:7;0.0:22:42;Śląsk Wrocław;45%;0.0:22:47;0.0:12:0;0.0:10:47;102521,54;92;489;1704,27;Cholewiak M.;False;34,45;Farshad;False;10728,17;Piech A.;False;21;2018-09-01 Śląsk Wrocław 0 - 1 Wisła Kraków;2018/2019
Śląsk Wrocław - Wisła Kraków.pdf;2018-09-01;Śląsk Wrocław 0 - 1 Wisła Kraków;0.1:34:41;0.0:50:49;0.0:28:7;0.0:22:42;Wisła Kraków;55%;0.0:27:1;0.0:15:39;0.0:11:22;108091,37;86;463;1397,23;Balleste J.;False;32,29;Boguski R.;False;11414,51;Boguski R.;False;16;2018-09-01 Śląsk Wrocław 0 - 1 Wisła Kraków;2018/2019
12633_filter_live_1.pdf;2021-03-12;Jagiellonia Białystok 0 - 1 Pogoń Szczecin;0.1:39:30;0.0:47:31;0.0:23:38;0.0:23:53;Jagiellonia Białystok;44%;0.0:19:55;0.0:8:54;0.0:11:1;105451,74;116;562;2054,62;Olszewski P.;True;32,77;Romanczuk T.;False;11668,92;Olszewski P.;True;17;2021-03-12 Jagiellonia Białystok 0 - 1 Pogoń Szczecin;2020/2021
12633_filter_live_1.pdf;2021-03-12;Jagiellonia Białystok 0 - 1 Pogoń Szczecin;0.1:39:30;0.0:47:31;0.0:23:38;0.0:23:53;Pogoń Szczecin;56%;0.0:26:27;0.0:13:53;0.0:12:34;113045,03;99;559;1625,28;Kowalczyk S.;False;32,1;Bartkowski J.;False;11384,17;Kucharczyk M.;False;17;2021-03-12 Jagiellonia Białystok 0 - 1 Pogoń Szczecin;2020/2021
12465_filter_live_1.pdf;2020-09-12;Cracovia 1 - 1 PGE FKS Stal Mielec;0.1:47:32;0.0:51:47;0.0:27:31;0.0:24:16;Cracovia;54%;0.0:27:43;0.0:14:27;0.0:13:16;112341,43;84;455;1551,38;Thiago;False;33,43;Rapa C.;False;11733,12;Thiago;False;14;2020-09-12 Cracovia 1 - 1 PGE FKS Stal Mielec;2020/2021
12465_filter_live_1.pdf;2020-09-12;Cracovia 1 - 1 PGE FKS Stal Mielec;0.1:47:32;0.0:51:47;0.0:27:31;0.0:24:16;PGE FKS Stal Mielec;47%;0.0:23:8;0.0:12:44;0.0:10:24;111109,54;66;425;1076,93;Kościelny K.;False;32,24;Tomasiewicz G.;False;11255;Mak M.;False;12;2020-09-12 Cracovia 1 - 1 PGE FKS Stal Mielec;2020/2021
Wisła Kraków - Lech Poznań.pdf;2018-12-21;Wisła Kraków 0 - 1 Lech Poznań;0.1:35:52;0.1:4:12;0.0:30:57;0.0:33:15;Wisła Kraków;60%;0.0:39:5;0.0:18:2;0.0:21:3;115640,02;102;498;1967,11;Wojtkowski K.;False;33,57;Halilović T.;False;11713,79;Kolar M.;False;18;2018-12-21 Wisła Kraków 0 - 1 Lech Poznań;2018/2019
Wisła Kraków - Lech Poznań.pdf;2018-12-21;Wisła Kraków 0 - 1 Lech Poznań;0.1:35:52;0.1:4:12;0.0:30:57;0.0:33:15;Lech Poznań;40%;0.0:24:29;0.0:12:39;0.0:11:50;113318,71;92;483;1794,81;Wasielewski M.;False;32,9;Trałka Ł.;False;11591,83;Klupś T.;False;16;2018-12-21 Wisła Kraków 0 - 1 Lech Poznań;2018/2019
12649_filter_live_1.pdf;2021-05-05;PGE FKS Stal Mielec 0 - 1 Raków Częstochowa;0.1:35:0;0.0:54:21;0.0:29:37;0.0:24:44;PGE FKS Stal Mielec;45%;0.0:23:54;0.0:14:28;0.0:9:26;107762,78;76;438;1410,51;Flis M.;False;33,57;Granlund A.;False;11266,49;Granlund A.;False;12;2021-05-05 PGE FKS Stal Mielec 0 - 1 Raków Częstochowa;2020/2021
12649_filter_live_1.pdf;2021-05-05;PGE FKS Stal Mielec 0 - 1 Raków Częstochowa;0.1:35:0;0.0:54:21;0.0:29:37;0.0:24:44;Raków Częstochowa;55%;0.0:29:35;0.0:14:42;0.0:14:53;107833,94;93;508;1510,47;Długosz W.;True;31,63;Schwarz P.;False;10869,92;Długosz W.;True;15;2021-05-05 PGE FKS Stal Mielec 0 - 1 Raków Częstochowa;2020/2021
12284_filter_live_1.pdf;2019-11-30;Piast Gliwice 0 - 3 Śląsk Wrocław;0.1:39:44;0.0:58:24;0.0:31:7;0.0:27:17;Piast Gliwice;56%;0.0:32:13;0.0:15:33;0.0:16:40;116183,41;109;525;1908,44;Rymaniak B.;False;32,38;Felix J.;False;11830,22;Kirkeskov M.;False;20;2019-11-30 Piast Gliwice 0 - 3 Śląsk Wrocław;2019/2020
12284_filter_live_1.pdf;2019-11-30;Piast Gliwice 0 - 3 Śląsk Wrocław;0.1:39:44;0.0:58:24;0.0:31:7;0.0:27:17;Śląsk Wrocław;44%;0.0:25:22;0.0:15:1;0.0:10:21;120345,24;119;566;2411,76;Pich R.;False;33,07;Płacheta P.;False;12265,27;Pich R.;False;19;2019-11-30 Piast Gliwice 0 - 3 Śląsk Wrocław;2019/2020
12432_filter_live_1.pdf;2020-07-12;Lech Poznań 3 - 2 Lechia Gdańsk;0.1:35:46;0.0:53:26;0.0:25:6;0.0:28:20;Lech Poznań;53%;0.0:27:31;0.0:11:34;0.0:15:57;108427,15;116;494;1977,69;Kamiński J.;True;32,32;Moder J.;True;10982,92;Kamiński J.;True;19;2020-07-12 Lech Poznań 3 - 2 Lechia Gdańsk;2020/2021
12432_filter_live_1.pdf;2020-07-12;Lech Poznań 3 - 2 Lechia Gdańsk;0.1:35:46;0.0:53:26;0.0:25:6;0.0:28:20;Lechia Gdańsk;47%;0.0:25:29;0.0:13:19;0.0:12:10;109818,99;85;490;1522,94;Maloca M.;False;34,1;Kubicki J.;False;11587,49;Fila K.;True;13;2020-07-12 Lech Poznań 3 - 2 Lechia Gdańsk;2020/2021
12307_filter_live_1.pdf;2019-12-20;KGHM Zagłębie Lubin 2 - 1 Legia Warszawa;0.1:35:40;0.0:55:35;0.0:26:26;0.0:29:9;KGHM Zagłębie Lubin;55%;0.0:29:23;0.0:12:7;0.0:17:16;117982,87;101;495;1715,69;Bohar D.;False;33,02;Slisz B.;False;13064,35;Czerwiński A.;False;22;2019-12-20 KGHM Zagłębie Lubin 2 - 1 Legia Warszawa;2019/2020
12307_filter_live_1.pdf;2019-12-20;KGHM Zagłębie Lubin 2 - 1 Legia Warszawa;0.1:35:40;0.0:55:35;0.0:26:26;0.0:29:9;Legia Warszawa;45%;0.0:25:21;0.0:13:44;0.0:11:37;110506,02;115;512;1864,8;Vesović M.;False;33,77;Wszołek P.;False;11223,45;Wszołek P.;False;21;2019-12-20 KGHM Zagłębie Lubin 2 - 1 Legia Warszawa;2019/2020
Piast Gliwice - Miedź Legnica.pdf;2019-03-17;Piast Gliwice 2 - 1 Miedź Legnica;0.1:34:9;0.0:58:58;0.0:32:5;0.0:26:53;Piast Gliwice;54%;0.0:30:22;0.0:18:10;0.0:12:12;110368,43;78;454;1220,79;Kirkeskov M.;False;31,99;Dziczek P.;False;11734,26;Badia G.;False;13;2019-03-17 Piast Gliwice 2 - 1 Miedź Legnica;2018/2019
Piast Gliwice - Miedź Legnica.pdf;2019-03-17;Piast Gliwice 2 - 1 Miedź Legnica;0.1:34:9;0.0:58:58;0.0:32:5;0.0:26:53;Miedź Legnica;46%;0.0:26:35;0.0:12:14;0.0:14:21;110956,26;72;456;1319,37;Szczepaniak M.;False;32,57;Santana O.;False;11030,89;Camara J.;False;13;2019-03-17 Piast Gliwice 2 - 1 Miedź Legnica;2018/2019
12619_filter_live_1.pdf;2021-02-27;Jagiellonia Białystok 0 - 1 Piast Gliwice;0.1:36:57;0.1:0:11;0.0:28:36;0.0:31:35;Jagiellonia Białystok;46%;0.0:26:15;0.0:15:24;0.0:10:51;113593,52;92;502;1530,4;Wdowik B.;True;32,43;Romanczuk T.;False;12514,57;Cernych F.;False;15;2021-02-27 Jagiellonia Białystok 0 - 1 Piast Gliwice;2020/2021
12619_filter_live_1.pdf;2021-02-27;Jagiellonia Białystok 0 - 1 Piast Gliwice;0.1:36:57;0.1:0:11;0.0:28:36;0.0:31:35;Piast Gliwice;54%;0.0:33:22;0.0:13:4;0.0:20:18;114510,71;92;508;1588,94;Alves T.;False;34,14;Sokołowski P.;False;11469,87;Holubek J.;False;13;2021-02-27 Jagiellonia Białystok 0 - 1 Piast Gliwice;2020/2021
12382_filter_live_1.pdf;2020-06-10;Wisła Kraków 3 - 2 Raków Częstochowa;0.1:36:40;0.0:56:40;0.0:26:59;0.0:29:41;Wisła Kraków;50%;0.0:27:55;0.0:12:28;0.0:15:27;110413,51;87;477;1540,16;Boguski R.;False;31,34;Boguski R.;False;11858,41;Boguski R.;False;16;2020-06-10 Wisła Kraków 3 - 2 Raków Częstochowa;2019/2020
12382_filter_live_1.pdf;2020-06-10;Wisła Kraków 3 - 2 Raków Częstochowa;0.1:36:40;0.0:56:40;0.0:26:59;0.0:29:41;Raków Częstochowa;50%;0.0:28:18;0.0:14:22;0.0:13:56;110281,38;98;522;1678,09;Musiolik S.;False;32,79;Schwarz P.;False;11366,49;Musiolik S.;False;17;2020-06-10 Wisła Kraków 3 - 2 Raków Częstochowa;2019/2020
Wisła Kraków - Śląsk Wrocław (3).pdf;2019-04-28;Wisła Kraków 1 - 1 Śląsk Wrocław;0.1:33:38;0.0:54:27;0.0:26:33;0.0:27:54;Wisła Kraków;65%;0.0:34:23;0.0:18:11;0.0:16:12;115351,24;96;492;1819,43;Kolar M.;False;33,19;Boguski R.;False;11853,94;Boguski R.;False;15;2019-04-28 Wisła Kraków 1 - 1 Śląsk Wrocław;2018/2019
Wisła Kraków - Śląsk Wrocław (3).pdf;2019-04-28;Wisła Kraków 1 - 1 Śląsk Wrocław;0.1:33:38;0.0:54:27;0.0:26:33;0.0:27:54;Śląsk Wrocław;35%;0.0:19:33;0.0:8:13;0.0:11:20;116187,75;91;496;1701,84;Cholewiak M.;False;33,17;Mączyński K.;False;12067,6;Cholewiak M.;False;24;2019-04-28 Wisła Kraków 1 - 1 Śląsk Wrocław;2018/2019
12230_filter_live_1.pdf;2019-10-04;Wisła Płock 4 - 1 Arka Gdynia;0.1:34:43;0.0:52:47;0.0:25:0;0.0:27:47;Wisła Płock;47%;0.0:25:10;0.0:12:56;0.0:12:14;107727,96;85;510;1629,67;Sahiti S.;False;33,82;Szwoch M.;False;11196,13;Sahiti S.;False;17;2019-10-04 Wisła Płock 4 - 1 Arka Gdynia;2019/2020
12230_filter_live_1.pdf;2019-10-04;Wisła Płock 4 - 1 Arka Gdynia;0.1:34:43;0.0:52:47;0.0:25:0;0.0:27:47;Arka Gdynia;53%;0.0:26:46;0.0:11:49;0.0:14:57;106912,27;89;489;1577,01;Schirtladze D.;False;31,54;Zbozień D.;False;11267,21;Zbozień D.;False;14;2019-10-04 Wisła Płock 4 - 1 Arka Gdynia;2019/2020
12214_filter_live_1.pdf;2019-09-22;Wisła Płock 2 - 1 Wisła Kraków;0.1:38:7;0.1:1:41;0.0:29:5;0.0:32:36;Wisła Płock;42%;0.0:24:48;0.0:10:52;0.0:13:56;116540,61;114;562;1987,51;Rzeźniczak J.;False;31,7;Szwoch M.;False;12367,85;Cabezali A.;False;19;2019-09-22 Wisła Płock 2 - 1 Wisła Kraków;2019/2020
12214_filter_live_1.pdf;2019-09-22;Wisła Płock 2 - 1 Wisła Kraków;0.1:38:7;0.1:1:41;0.0:29:5;0.0:32:36;Wisła Kraków;58%;0.0:36:28;0.0:17:56;0.0:18:32;114554,19;113;526;2242,9;Mak M.;False;34,37;Savicević V.;False;12968,01;Wojtkowski K.;False;14;2019-09-22 Wisła Płock 2 - 1 Wisła Kraków;2019/2020
12594_filter_live_1.pdf;2021-02-06;Piast Gliwice 2 - 0 Śląsk Wrocław;0.1:33:20;0.0:51:51;0.0:24:36;0.0:27:15;Piast Gliwice;46%;0.0:23:28;0.0:11:45;0.0:11:43;109482,03;96;522;1634,05;Milewski S.;False;32,07;Chrapek M.;False;11091,29;Konczkowski M.;False;18;2021-02-06 Piast Gliwice 2 - 0 Śląsk Wrocław;2020/2021
12594_filter_live_1.pdf;2021-02-06;Piast Gliwice 2 - 0 Śląsk Wrocław;0.1:33:20;0.0:51:51;0.0:24:36;0.0:27:15;Śląsk Wrocław;54%;0.0:27:31;0.0:12:33;0.0:14:58;111428,05;86;484;1733,64;Janasik P.;False;32,67;Janasik P.;False;10712,68;Exposito E.;False;11;2021-02-06 Piast Gliwice 2 - 0 Śląsk Wrocław;2020/2021
12532_filter_live_1.pdf;2020-11-28;Podbeskidzie Bielsko - Biała 0 - 2 Śląsk Wrocław;0.1:34:33;0.0:54:55;0.0:27:33;0.0:27:22;Podbeskidzie Bielsko - Biała;61%;0.0:33:22;0.0:15:37;0.0:17:45;113530,91;122;549;2159,98;Roginić M.;False;33,11;Sitek M.;True;10781,1;Roginić M.;False;23;2020-11-28 Podbeskidzie Bielsko - Biała 0 - 2 Śląsk Wrocław;2020/2021
12532_filter_live_1.pdf;2020-11-28;Podbeskidzie Bielsko - Biała 0 - 2 Śląsk Wrocław;0.1:34:33;0.0:54:55;0.0:27:33;0.0:27:22;Śląsk Wrocław;39%;0.0:20:3;0.0:10:43;0.0:9:20;111860,74;87;518;1559,08;Piasecki F.;False;33,08;Pałaszewski M.;False;11393,97;Pawłowski B.;False;13;2020-11-28 Podbeskidzie Bielsko - Biała 0 - 2 Śląsk Wrocław;2020/2021
Lech Poznań - Wisła Płock (2).pdf;2018-11-24;Lech Poznań 2 - 1 Wisła Płock;0.1:40:48;0.0:55:56;0.0:25:57;0.0:29:59;Lech Poznań;50%;0.0:28:1;0.0:13:33;0.0:14:28;111450,46;100;476;1676,1;Kostewycz W.;False;31,49;Tiba P.;False;11516,81;Tiba P.;False;17;2018-11-24 Lech Poznań 2 - 1 Wisła Płock;2018/2019
Lech Poznań - Wisła Płock (2).pdf;2018-11-24;Lech Poznań 2 - 1 Wisła Płock;0.1:40:48;0.0:55:56;0.0:25:57;0.0:29:59;Wisła Płock;50%;0.0:26:55;0.0:12:11;0.0:14:44;114560,32;71;518;1234,65;Varela N.;False;31,14;Szymański D.;False;12393,35;Szymański D.;False;11;2018-11-24 Lech Poznań 2 - 1 Wisła Płock;2018/2019
12540_filter_live_1.pdf;2020-12-06;Piast Gliwice 1 - 1 KGHM Zagłębie Lubin;0.1:33:15;0.1:14:4;0.0:37:10;0.0:36:54;Piast Gliwice;49%;0.0:36:17;0.0:18:15;0.0:18:2;111374,15;68;412;1152,61;Konczkowski M.;False;33,87;Sokołowski P.;False;11439,04;Konczkowski M.;False;14;2020-12-06 Piast Gliwice 1 - 1 KGHM Zagłębie Lubin;2020/2021
12540_filter_live_1.pdf;2020-12-06;Piast Gliwice 1 - 1 KGHM Zagłębie Lubin;0.1:33:15;0.1:14:4;0.0:37:10;0.0:36:54;KGHM Zagłębie Lubin;51%;0.0:37:0;0.0:18:30;0.0:18:30;118406,86;89;509;1623,95;Szysz P.;False;31,47;Baszkirow J.;False;12898,53;Drazić D.;False;16;2020-12-06 Piast Gliwice 1 - 1 KGHM Zagłębie Lubin;2020/2021
12208_filter_live_1.pdf;2019-09-14;Raków Częstochowa 2 - 0 Arka Gdynia;0.1:34:14;0.0:56:49;0.0:27:59;0.0:28:50;Raków Częstochowa;46%;0.0:24:39;0.0:12:25;0.0:12:14;116152,93;91;538;1624,16;Bartl D.;False;34,37;Musiolik S.;False;12125,53;Brown Forbes F.;False;14;2019-09-14 Raków Częstochowa 2 - 0 Arka Gdynia;2019/2020
12208_filter_live_1.pdf;2019-09-14;Raków Częstochowa 2 - 0 Arka Gdynia;0.1:34:14;0.0:56:49;0.0:27:59;0.0:28:50;Arka Gdynia;54%;0.0:30:34;0.0:15:29;0.0:15:5;109762,24;78;466;1299,93;Łoś J.;False;31,44;Zbozień D.;False;11297,96;Marciniak A.;False;12;2019-09-14 Raków Częstochowa 2 - 0 Arka Gdynia;2019/2020
Śląsk Wrocław - Zagłębie Sosnowiec.pdf;2019-02-09;Śląsk Wrocław 2 - 0 Zagłębie Sosnowiec;0.1:35:12;0.0:53:50;0.0:29:46;0.0:24:4;Śląsk Wrocław;53%;0.0:28:1;0.0:16:43;0.0:11:18;109433,65;122;546;2222,34;Musonda L.;False;34,2;Radecki M.;False;11611,21;Cholewiak M.;False;25;2019-02-09 Śląsk Wrocław 2 - 0 Zagłębie Sosnowiec;2018/2019
Śląsk Wrocław - Zagłębie Sosnowiec.pdf;2019-02-09;Śląsk Wrocław 2 - 0 Zagłębie Sosnowiec;0.1:35:12;0.0:53:50;0.0:29:46;0.0:24:4;Zagłębie Sosnowiec;47%;0.0:24:32;0.0:12:27;0.0:12:5;99477,85;99;482;1595,95;Możdżeń M.;False;33,48;Możdżeń M.;False;11538,36;Mygas G.;False;16;2019-02-09 Śląsk Wrocław 2 - 0 Zagłębie Sosnowiec;2018/2019
Cracovia - Lech Poznań.pdf;2018-12-02;Cracovia 1 - 0 Lech Poznań;0.1:35:13;0.0:54:21;0.0:26:57;0.0:27:24;Cracovia;47%;0.0:25:19;0.0:14:31;0.0:10:48;117121,22;126;587;2270,9;Wdowiak M.;False;34,19;Rapa C.;False;12493,12;Wdowiak M.;False;24;2018-12-02 Cracovia 1 - 0 Lech Poznań;2018/2019
Cracovia - Lech Poznań.pdf;2018-12-02;Cracovia 1 - 0 Lech Poznań;0.1:35:13;0.0:54:21;0.0:26:57;0.0:27:24;Lech Poznań;53%;0.0:28:22;0.0:12:14;0.0:16:8;112432,55;106;548;2004,47;Wasielewski M.;False;32,67;Tiba P.;False;11198,34;Wasielewski M.;False;26;2018-12-02 Cracovia 1 - 0 Lech Poznań;2018/2019
12321_filter_live_1.pdf;2020-02-16;Cracovia 2 - 1 Lech Poznań;0.1:36:37;0.0:55:58;0.0:28:22;0.0:27:36;Cracovia;44%;0.0:24:0;0.0:13:5;0.0:10:55;117744,46;99;562;1746,2;Gol J.;False;32,06;Lusiusz S.;False;12620,48;Hanca S.;False;13;2020-02-16 Cracovia 2 - 1 Lech Poznań;2019/2020
12321_filter_live_1.pdf;2020-02-16;Cracovia 2 - 1 Lech Poznań;0.1:36:37;0.0:55:58;0.0:28:22;0.0:27:36;Lech Poznań;56%;0.0:31:18;0.0:14:56;0.0:16:22;114911,13;89;540;1610,79;Puchacz T.;False;33,01;Ramirez D.;False;12761,63;Kamiński J.;False;17;2020-02-16 Cracovia 2 - 1 Lech Poznań;2019/2020
Arka Gdynia - Zagłębie Sosnowiec (2).pdf;2019-05-10;Arka Gdynia 2 - 0 Zagłębie Sosnowiec;0.1:42:11;0.0:57:26;0.0:28:4;0.0:29:22;Arka Gdynia;59%;0.0:34:16;0.0:15:20;0.0:18:56;115068,84;98;525;1813,72;Janota M.;False;33,2;Zbozień D.;False;12050,92;Jankowski M.;False;15;2019-05-10 Arka Gdynia 2 - 0 Zagłębie Sosnowiec;2018/2019
Arka Gdynia - Zagłębie Sosnowiec (2).pdf;2019-05-10;Arka Gdynia 2 - 0 Zagłębie Sosnowiec;0.1:42:11;0.0:57:26;0.0:28:4;0.0:29:22;Zagłębie Sosnowiec;41%;0.0:22:22;0.0:12:17;0.0:10:5;110436,91;102;486;1858,18;Ivanishvili G.;False;33,74;Możdżeń M.;False;11992,01;Ryndak D.;False;19;2019-05-10 Arka Gdynia 2 - 0 Zagłębie Sosnowiec;2018/2019
Zagłębie Sosnowiec - Miedź Legnica.pdf;2018-10-20;Zagłębie Sosnowiec 3 - 1 Miedź Legnica;0.1:37:5;0.0:58:22;0.0:30:25;0.0:27:57;Zagłębie Sosnowiec;39%;0.0:22:2;0.0:11:34;0.0:10:28;116597,47;138;525;2656,43;Wrzesiński K.;False;34,12;Wrzesiński K.;False;12653,03;Wrzesiński K.;False;39;2018-10-20 Zagłębie Sosnowiec 3 - 1 Miedź Legnica;2018/2019
Zagłębie Sosnowiec - Miedź Legnica.pdf;2018-10-20;Zagłębie Sosnowiec 3 - 1 Miedź Legnica;0.1:37:5;0.0:58:22;0.0:30:25;0.0:27:57;Miedź Legnica;61%;0.0:35:34;0.0:18:36;0.0:16:58;112585,26;114;514;1942,53;Szczepaniak M.;False;32,79;Fernandez B.;False;11774;Camara J.;False;20;2018-10-20 Zagłębie Sosnowiec 3 - 1 Miedź Legnica;2018/2019
Korona Kielce - Pogoń Szczecin.pdf;2019-02-22;Korona Kielce 1 - 1 Pogoń Szczecin;0.1:40:7;0.0:47:25;0.0:24:18;0.0:23:7;Korona Kielce;47%;0.0:22:18;0.0:11:57;0.0:10:21;112545,03;102;571;1913,77;Rymaniak B.;False;32,42;Żubrowski J.;False;11931,2;Gardawski M.;False;22;2019-02-22 Korona Kielce 1 - 1 Pogoń Szczecin;2018/2019
Korona Kielce - Pogoń Szczecin.pdf;2019-02-22;Korona Kielce 1 - 1 Pogoń Szczecin;0.1:40:7;0.0:47:25;0.0:24:18;0.0:23:7;Pogoń Szczecin;53%;0.0:23:14;0.0:11:41;0.0:11:33;116524,46;98;575;1869,42;Buksa A.;False;30,97;Bartkowski J.;False;11342,7;Buksa A.;False;18;2019-02-22 Korona Kielce 1 - 1 Pogoń Szczecin;2018/2019
12337_filter_live_1.pdf;2020-03-01;Arka Gdynia 1 - 1 ŁKS Łódź;0.1:36:28;0.0:49:25;0.0:24:2;0.0:25:23;Arka Gdynia;43%;0.0:20:55;0.0:9:40;0.0:11:15;115351,62;98;552;1734,51;Helstrup F.;False;32,98;Zbozień D.;False;11702,93;Mihajlović N.;False;17;2020-03-01 Arka Gdynia 1 - 1 ŁKS Łódź;2019/2020
12337_filter_live_1.pdf;2020-03-01;Arka Gdynia 1 - 1 ŁKS Łódź;0.1:36:28;0.0:49:25;0.0:24:2;0.0:25:23;ŁKS Łódź;57%;0.0:27:31;0.0:13:48;0.0:13:43;116106,06;98;566;1775,15;Wolski M.;False;32,82;Guima R.;False;12433,12;Wolski M.;False;15;2020-03-01 Arka Gdynia 1 - 1 ŁKS Łódź;2019/2020
12247_filter_live_1.pdf;2019-10-26;ŁKS Łódź 2 - 0 Raków Częstochowa;0.1:33:41;0.1:9:9;0.0:33:0;0.0:36:9;ŁKS Łódź;50%;0.0:34:21;0.0:18:18;0.0:16:3;114240,96;101;546;1744,62;Klimczak A.;False;34,45;Guimaraes R.;False;11900,93;Pyrdoł P.;False;15;2019-10-26 ŁKS Łódź 2 - 0 Raków Częstochowa;2019/2020
