,Date,Match Details,club,Player Name,MinsPlayed,TotalDistance(m),TopSpeed(km/h),AvgSpeed(km/h),HighIntensityActivity,Sprints(> 25.20 km/h)Dist (m),HSR(19.81-25.20 km/h)Dist (m),Distance (m)14.41-19.80km/h,7.21-14.40km/h,0.73-7.20km/h,< 0.72km/h,PDF Name,Young Player,Sprints(> 25.20 km/h) No,HSR(19.81-25.20 km/h) No,Key,season,lastName,firstName,Unnamed: 0,id,values,wages,contractexpires,nation,currentAbility,potentialAbility,position,date,aerialReach,commandofArea,communication,eccentricity,firstTouch,handling,kicking,oneonOnes,passing,punchingTendency,reflexes,rushingoutTendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,offtheBall,positioning,teamwork,vision,workRate,acceleration,agility,balance,jumpingReach,naturalFitness,pace,stamina,strength,freeKickTaking,penaltyTaking,technique
10,2020-11-08,Raków Częstochowa 0 - 0 Wisła Kraków,Wisła Kraków,Lis M.,96:54,"1157,01","18,65","0,72",0,"0,00","0,00","41,60","109,55","174,07","831,79",12518_filter_live_1.pdf,False,0,0,2020-11-08 Raków Częstochowa 0 - 0 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
11,2020-09-18,Wisła Kraków 0 - 3 Wisła Płock,Wisła Kraków,Lis M.,97:32,"3651,32","27,85","2,25",5,"9,50","60,01","101,92","580,53","2634,04","265,32",12479_filter_live_1.pdf,False,1,4,2020-09-18 Wisła Kraków 0 - 3 Wisła Płock,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
12,2021-02-12,Śląsk Wrocław 1 - 1 Wisła Kraków,Wisła Kraków,Lis M.,95:53,"5750,35","25,08","3,60",7,"0,00","72,64","178,49","1204,76","4146,77","147,69",12600_filter_live_1.pdf,False,0,7,2021-02-12 Śląsk Wrocław 1 - 1 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
13,2021-04-24,Wisła Kraków 0 - 0 Cracovia,Wisła Kraków,Lis M.,98:25,"5208,93","23,54","3,18",3,"0,00","26,00","169,35","731,23","4246,86","35,49",12692_filter_live_1.pdf,False,0,3,2021-04-24 Wisła Kraków 0 - 0 Cracovia,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
14,2020-07-18,Wisła Kraków 0 - 1 Arka Gdynia,Wisła Kraków,Lis M.,96:47,"5087,74","23,01","3,15",0,"0,00","0,00","212,29","789,58","4054,76","21,83",12442_filter_live_1.pdf,False,0,0,2020-07-18 Wisła Kraków 0 - 1 Arka Gdynia,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
15,2020-09-25,Górnik Zabrze 0 - 0 Wisła Kraków,Wisła Kraków,Lis M.,96:39,"5037,67","28,98","3,13",7,"13,37","93,77","181,92","639,76","4081,89","26,96",12482_filter_live_1.pdf,False,1,6,2020-09-25 Górnik Zabrze 0 - 0 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
16,2020-12-12,Wisła Kraków 1 - 2 Legia Warszawa,Wisła Kraków,Lis M.,95:15,"5425,66","24,67","3,42",5,"0,00","59,96","193,47","984,28","4145,32","42,63",12551_filter_live_1.pdf,False,0,5,2020-12-12 Wisła Kraków 1 - 2 Legia Warszawa,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
17,2021-03-05,Wisła Kraków 0 - 0 Górnik Zabrze,Wisła Kraków,Lis M.,93:23,"5801,72","26,17","3,73",6,"7,99","50,08","286,95","1498,23","3946,54","11,93",12625_filter_live_1.pdf,False,1,5,2021-03-05 Wisła Kraków 0 - 0 Górnik Zabrze,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
18,2021-04-17,Wisła Kraków 0 - 1 Warta Poznań,Wisła Kraków,Lis M.,97:45,"5470,94","25,66","3,36",7,"0,00","87,13","239,73","839,96","4263,76","40,36",12676_filter_live_1.pdf,False,0,7,2021-04-17 Wisła Kraków 0 - 1 Warta Poznań,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
19,2021-03-13,Lechia Gdańsk 2 - 0 Wisła Kraków,Wisła Kraków,Lis M.,96:40,"5844,19","25,30","3,63",6,"0,00","67,00","246,64","1377,91","4132,02","20,62",12635_filter_live_1.pdf,False,0,6,2021-03-13 Lechia Gdańsk 2 - 0 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
20,2020-07-03,ŁKS Łódź 1 - 2 Wisła Kraków,Wisła Kraków,Lis M.,98:05,"4873,97","21,73","2,98",0,"0,00","0,00","215,90","727,64","3874,89","55,54",12417_filter_live_1.pdf,False,0,0,2020-07-03 ŁKS Łódź 1 - 2 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
21,2021-02-07,Wisła Kraków 2 - 0 Jagiellonia Białystok,Wisła Kraków,Lis M.,93:12,"5735,29","24,50","3,69",7,"0,00","85,98","339,70","1238,68","4045,98","24,95",12598_filter_live_1.pdf,False,0,7,2021-02-07 Wisła Kraków 2 - 0 Jagiellonia Białystok,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
22,2021-04-05,Podbeskidzie Bielsko - Biała 2 - 0 Wisła Kraków,Wisła Kraków,Lis M.,95:20,"6026,65","27,71","3,79",21,"38,70","212,55","404,04","1193,64","4109,14","68,58",12653_filter_live_1.pdf,False,3,18,2021-04-05 Podbeskidzie Bielsko - Biała 2 - 0 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
23,2020-08-24,Jagiellonia Białystok 1 - 1 Wisła Kraków,Wisła Kraków,Lis M.,98:15,"4796,87","25,34","2,93",3,"0,00","42,13","132,83","678,89","3788,78","154,24",12456_filter_live_1.pdf,False,0,3,2020-08-24 Jagiellonia Białystok 1 - 1 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
24,2021-04-21,KGHM Zagłębie Lubin 4 - 1 Wisła Kraków,Wisła Kraków,Lis M.,96:16,"5247,69","29,29","3,27",4,"23,51","20,73","208,91","661,84","4282,80","49,90",12685_filter_live_1.pdf,False,1,3,2021-04-21 KGHM Zagłębie Lubin 4 - 1 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
25,2021-02-28,Wisła Płock 1 - 3 Wisła Kraków,Wisła Kraków,Lis M.,99:14,"6026,42","23,42","3,64",5,"0,00","93,00","255,17","1420,11","4227,23","30,91",12623_filter_live_1.pdf,False,0,5,2021-02-28 Wisła Płock 1 - 3 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
26,2020-12-04,Cracovia 1 - 1 Wisła Kraków,Wisła Kraków,Lis M.,103:28,"5935,52","26,36","3,44",4,"0,00","43,13","297,24","1018,42","4523,08","53,65",12537_filter_live_1.pdf,False,0,4,2020-12-04 Cracovia 1 - 1 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
27,2021-05-08,Wisła Kraków 1 - 2 Lech Poznań,Wisła Kraków,Lis M.,96:01,"5279,37","23,52","3,30",4,"0,00","46,92","243,43","1011,45","3915,45","62,12",12710_filter_live_1.pdf,False,0,4,2021-05-08 Wisła Kraków 1 - 2 Lech Poznań,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
28,2021-04-09,Wisła Kraków 1 - 2 Raków Częstochowa,Wisła Kraków,Lis M.,94:16,"5756,49","26,92","3,66",9,"22,10","95,70","284,69","1150,53","4154,72","48,75",12657_filter_live_1.pdf,False,1,8,2021-04-09 Wisła Kraków 1 - 2 Raków Częstochowa,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
29,2020-07-14,KGHM Zagłębie Lubin 3 - 1 Wisła Kraków,Wisła Kraków,Lis M.,94:21,"5123,74","24,70","3,26",3,"0,00","41,42","255,00","1121,25","3680,05","26,02",12434_filter_live_1.pdf,False,0,3,2020-07-14 KGHM Zagłębie Lubin 3 - 1 Wisła Kraków,2020/2021,Lis,M.,69,96075388,€ 23.000,€ 500,2021-06-30,Poland,52,62,GK,2020-11-23,14,12,12,6,10,13,11,13,11,16,14,13,11,5,11,11,8,9,10,13,5,12,6,11,10,11,9,11,12,12,17,10,11,8,10,7,3,9
30,2020-07-11,Wisła Kraków 1 - 1 Korona Kielce,Korona Kielce,Kozioł M.,98:01,"4257,55","22,46","2,61",0,"0,00","0,00","165,86","703,13","3354,31","34,25",12429_filter_live_1.pdf,False,0,0,2020-07-11 Wisła Kraków 1 - 1 Korona Kielce,2020/2021,Koziol,M.,51,96008867,€ 23.500,€ 400,2021-06-30,Poland,48,50,GK,2020-11-23,15,8,11,10,7,13,12,10,10,9,13,8,9,6,9,10,11,11,8,16,3,9,8,10,12,7,12,10,11,13,17,11,9,10,16,5,3,8
31,2020-07-03,Korona Kielce 1 - 1 Arka Gdynia,Korona Kielce,Kozioł M.,99:19,"4443,27","29,96","2,68",3,"30,60","26,66","130,54","546,33","3583,01","126,13",12418_filter_live_1.pdf,False,1,2,2020-07-03 Korona Kielce 1 - 1 Arka Gdynia,2020/2021,Koziol,M.,51,96008867,€ 23.500,€ 400,2021-06-30,Poland,48,50,GK,2020-11-23,15,8,11,10,7,13,12,10,10,9,13,8,9,6,9,10,11,11,8,16,3,9,8,10,12,7,12,10,11,13,17,11,9,10,16,5,3,8
32,2020-07-14,Wisła Płock 3 - 1 Korona Kielce,Korona Kielce,Kozioł M.,72:14,"3196,80","21,50","2,66",0,"0,00","0,00","32,62","446,60","2661,98","46,43",12436_filter_live_1.pdf,False,0,0,2020-07-14 Wisła Płock 3 - 1 Korona Kielce,2020/2021,Koziol,M.,51,96008867,€ 23.500,€ 400,2021-06-30,Poland,48,50,GK,2020-11-23,15,8,11,10,7,13,12,10,10,9,13,8,9,6,9,10,11,11,8,16,3,9,8,10,12,7,12,10,11,13,17,11,9,10,16,5,3,8
33,2021-04-03,Wisła Płock 0 - 1 Piast Gliwice,Piast Gliwice,Plach F.,95:08,"5368,13","25,71","3,39",2,"0,00","22,50","37,46","860,31","4436,04","11,82",12648_filter_live_1.pdf,False,0,2,2021-04-03 Wisła Płock 0 - 1 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
34,2021-05-10,Raków Częstochowa 1 - 0 Piast Gliwice,Piast Gliwice,Plach F.,96:56,"5050,94","22,40","3,13",2,"0,00","13,58","148,93","963,85","3647,73","276,85",12708_filter_live_1.pdf,False,0,2,2021-05-10 Raków Częstochowa 1 - 0 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
35,2020-10-23,Piast Gliwice 2 - 2 Wisła Płock,Piast Gliwice,Plach F.,95:21,"5297,14","21,36","3,33",2,"0,00","16,91","103,04","676,72","4479,37","21,10",12507_filter_live_1.pdf,False,0,2,2020-10-23 Piast Gliwice 2 - 2 Wisła Płock,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
36,2020-10-17,Cracovia 1 - 0 Piast Gliwice,Piast Gliwice,Plach F.,97:25,"5228,67","28,41","3,22",6,"18,73","63,80","97,27","706,32","4310,68","31,87",12497_filter_live_1.pdf,False,1,5,2020-10-17 Cracovia 1 - 0 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
37,2020-11-20,Górnik Zabrze 1 - 2 Piast Gliwice,Piast Gliwice,Plach F.,96:16,"5332,97","30,55","3,32",4,"0,00","40,36","59,02","644,57","4545,25","43,77",12514_filter_live_1.pdf,False,0,4,2020-11-20 Górnik Zabrze 1 - 2 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
38,2021-04-17,Lechia Gdańsk 2 - 2 Piast Gliwice,Piast Gliwice,Plach F.,97:19,"5071,36","21,73","3,13",0,"0,00","0,00","84,69","617,19","4312,23","49,43",12674_filter_live_1.pdf,False,0,0,2021-04-17 Lechia Gdańsk 2 - 2 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
39,2021-03-14,Lech Poznań 0 - 0 Piast Gliwice,Piast Gliwice,Plach F.,95:15,"5151,31","21,85","3,24",0,"0,00","0,00","48,87","703,12","4368,20","24,53",12638_filter_live_1.pdf,False,0,0,2021-03-14 Lech Poznań 0 - 0 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
40,2020-07-05,Piast Gliwice 1 - 0 Śląsk Wrocław,Piast Gliwice,Plach F.,94:07,"5213,78","19,71","3,32",0,"0,00","0,00","61,12","606,72","4466,99","78,95",12423_filter_live_1.pdf,False,0,0,2020-07-05 Piast Gliwice 1 - 0 Śląsk Wrocław,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
41,2020-10-04,Piast Gliwice 1 - 4 Lech Poznań,Piast Gliwice,Plach F.,95:09,"5194,07","20,65","3,28",2,"0,00","11,99","49,50","743,44","4361,35","27,79",12496_filter_live_1.pdf,False,0,2,2020-10-04 Piast Gliwice 1 - 4 Lech Poznań,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
42,2021-04-21,Piast Gliwice 0 - 1 Legia Warszawa,Piast Gliwice,Plach F.,93:16,"5314,10","21,78","3,42",0,"0,00","0,00","173,18","888,31","4219,05","28,14",12687_filter_live_1.pdf,False,0,0,2021-04-21 Piast Gliwice 0 - 1 Legia Warszawa,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
43,2020-09-28,PGE FKS Stal Mielec 3 - 2 Piast Gliwice,Piast Gliwice,Plach F.,97:16,"5324,98","30,65","3,28",4,"26,24","27,77","65,57","586,88","4526,87","91,65",12486_filter_live_1.pdf,False,1,3,2020-09-28 PGE FKS Stal Mielec 3 - 2 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
44,2021-01-31,Wisła Kraków 3 - 4 Piast Gliwice,Piast Gliwice,Plach F.,100:48,"5262,43","24,79","3,13",5,"0,00","52,95","69,36","781,99","4309,13","49,00",12567_filter_live_1.pdf,False,0,5,2021-01-31 Wisła Kraków 3 - 4 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
45,2020-08-30,Piast Gliwice 0 - 1 Pogoń Szczecin,Piast Gliwice,Plach F.,100:15,"5531,24","24,72","3,31",3,"0,00","46,05","91,61","524,85","4836,93","31,80",12462_filter_live_1.pdf,False,0,3,2020-08-30 Piast Gliwice 0 - 1 Pogoń Szczecin,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
