,Date,Match Details,club,Player Name,MinsPlayed,TotalDistance(m),TopSpeed(km/h),AvgSpeed(km/h),HighIntensityActivity,Sprints(> 25.20 km/h)Dist (m),HSR(19.81-25.20 km/h)Dist (m),Distance (m)14.41-19.80km/h,7.21-14.40km/h,0.73-7.20km/h,< 0.72km/h,PDF Name,Young Player,Sprints(> 25.20 km/h) No,HSR(19.81-25.20 km/h) No,Key,season,lastName,firstName,Unnamed: 0,id,values,wages,contractexpires,nation,currentAbility,potentialAbility,position,date,aerialReach,commandofArea,communication,eccentricity,firstTouch,handling,kicking,oneonOnes,passing,punchingTendency,reflexes,rushingoutTendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,offtheBall,positioning,teamwork,vision,workRate,acceleration,agility,balance,jumpingReach,naturalFitness,pace,stamina,strength,freeKickTaking,penaltyTaking,technique
46,2020-12-20,Piast Gliwice 0 - 0 Raków Częstochowa,Piast Gliwice,Plach F.,94:14,"5099,93","20,15","3,25",0,"0,00","0,00","46,84","561,55","4411,98","79,56",12557_filter_live_1.pdf,False,0,0,2020-12-20 Piast Gliwice 0 - 0 Raków Częstochowa,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
47,2020-12-11,Podbeskidzie Bielsko - Biała 0 - 5 Piast Gliwice,Piast Gliwice,Plach F.,96:40,"4928,03","20,49","3,06",0,"0,00","0,00","44,31","526,52","4332,93","18,70",12548_filter_live_1.pdf,False,0,0,2020-12-11 Podbeskidzie Bielsko - Biała 0 - 5 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
48,2021-02-27,Jagiellonia Białystok 0 - 1 Piast Gliwice,Piast Gliwice,Plach F.,96:56,"5227,32","22,94","3,24",3,"0,00","25,46","70,04","636,95","4480,98","13,89",12619_filter_live_1.pdf,False,0,3,2021-02-27 Jagiellonia Białystok 0 - 1 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
49,2021-02-06,Piast Gliwice 2 - 0 Śląsk Wrocław,Piast Gliwice,Plach F.,93:19,"4941,93","23,67","3,18",0,"0,00","0,00","7,46","660,79","4233,83","30,93",12594_filter_live_1.pdf,False,0,0,2021-02-06 Piast Gliwice 2 - 0 Śląsk Wrocław,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
50,2020-12-06,Piast Gliwice 1 - 1 KGHM Zagłębie Lubin,Piast Gliwice,Plach F.,0:00,"5240,70","25,52","0,00",0,"0,00","0,00","93,07","526,99","4518,31","75,84",12540_filter_live_1.pdf,False,0,0,2020-12-06 Piast Gliwice 1 - 1 KGHM Zagłębie Lubin,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
51,2020-07-12,Piast Gliwice 2 - 0 Jagiellonia Białystok,Piast Gliwice,Plach F.,94:25,"5285,85","24,15","3,36",5,"0,00","45,27","44,63","708,40","4413,13","74,42",12431_filter_live_1.pdf,False,0,5,2020-07-12 Piast Gliwice 2 - 0 Jagiellonia Białystok,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
52,2020-09-12,Warta Poznań 0 - 0 Piast Gliwice,Piast Gliwice,Plach F.,93:50,"5293,02","20,72","3,38",0,"0,00","0,00","51,81","588,67","4608,04","35,65",12472_filter_live_1.pdf,False,0,0,2020-09-12 Warta Poznań 0 - 0 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
53,2021-04-24,KGHM Zagłębie Lubin 2 - 2 Piast Gliwice,Piast Gliwice,Plach F.,95:10,"5185,58","24,58","3,27",3,"0,00","36,98","72,58","798,02","4269,90","8,10",12691_filter_live_1.pdf,False,0,3,2021-04-24 KGHM Zagłębie Lubin 2 - 2 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
54,2021-05-03,Piast Gliwice 2 - 0 Podbeskidzie Bielsko - Biała,Piast Gliwice,Plach F.,93:16,"5231,28","24,23","3,37",4,"0,00","33,90","152,60","735,68","4274,25","34,85",12700_filter_live_1.pdf,False,0,4,2021-05-03 Piast Gliwice 2 - 0 Podbeskidzie Bielsko - Biała,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
55,2021-02-22,Piast Gliwice 0 - 1 Warta Poznań,Piast Gliwice,Plach F.,95:08,"5530,82","27,61","3,49",4,"9,50","26,79","111,76","744,44","4607,03","31,30",12615_filter_live_1.pdf,False,1,3,2021-02-22 Piast Gliwice 0 - 1 Warta Poznań,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
56,2020-11-29,Legia Warszawa 2 - 2 Piast Gliwice,Piast Gliwice,Plach F.,97:13,"5024,29","23,13","3,10",0,"0,00","0,00","51,07","614,06","4314,65","32,23",12531_filter_live_1.pdf,False,0,0,2020-11-29 Legia Warszawa 2 - 2 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
57,2020-07-19,Piast Gliwice 1 - 1 Cracovia,Piast Gliwice,Plach F.,94:47,"5434,39","21,46","3,44",2,"0,00","13,69","98,92","591,79","4682,87","47,12",12446_filter_live_1.pdf,False,0,2,2020-07-19 Piast Gliwice 1 - 1 Cracovia,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
58,2020-11-23,Piast Gliwice 2 - 0 Lechia Gdańsk,Piast Gliwice,Plach F.,96:47,"4933,28","21,51","3,06",3,"0,00","21,49","32,27","650,68","4197,07","31,77",12525_filter_live_1.pdf,False,0,3,2020-11-23 Piast Gliwice 2 - 0 Lechia Gdańsk,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
59,2021-03-19,Piast Gliwice 2 - 0 Cracovia,Piast Gliwice,Plach F.,95:36,"5153,54","24,99","3,23",3,"0,00","30,42","60,57","834,87","4207,58","20,10",12640_filter_live_1.pdf,False,0,3,2021-03-19 Piast Gliwice 2 - 0 Cracovia,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
60,2020-08-22,Śląsk Wrocław 2 - 0 Piast Gliwice,Piast Gliwice,Plach F.,95:36,"5164,81","19,62","3,24",0,"0,00","0,00","104,73","567,64","4454,64","37,80",12451_filter_live_1.pdf,False,0,0,2020-08-22 Śląsk Wrocław 2 - 0 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
61,2020-09-21,Piast Gliwice 0 - 1 Jagiellonia Białystok,Piast Gliwice,Plach F.,94:42,"5584,23","21,53","3,54",0,"0,00","0,00","69,09","708,40","4735,92","63,92",12476_filter_live_1.pdf,False,0,0,2020-09-21 Piast Gliwice 0 - 1 Jagiellonia Białystok,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
62,2021-02-13,Pogoń Szczecin 0 - 0 Piast Gliwice,Piast Gliwice,Plach F.,96:23,"4833,88","22,59","3,01",2,"0,00","11,51","56,08","646,43","4099,90","19,96",12602_filter_live_1.pdf,False,0,2,2021-02-13 Pogoń Szczecin 0 - 0 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
63,2020-07-15,Pogoń Szczecin 1 - 0 Piast Gliwice,Piast Gliwice,Plach F.,100:27,"5856,69","22,31","3,50",2,"0,00","28,19","144,51","834,29","4771,56","78,14",12439_filter_live_1.pdf,False,0,2,2020-07-15 Pogoń Szczecin 1 - 0 Piast Gliwice,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
64,2021-04-12,Piast Gliwice 2 - 0 Górnik Zabrze,Piast Gliwice,Plach F.,98:22,"5500,45","26,35","3,36",5,"0,00","73,66","86,10","737,38","4475,41","127,90",12663_filter_live_1.pdf,False,0,5,2021-04-12 Piast Gliwice 2 - 0 Górnik Zabrze,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
65,2021-03-07,Piast Gliwice 2 - 1 PGE FKS Stal Mielec,Piast Gliwice,Plach F.,94:13,"5456,36","24,18","3,47",0,"0,00","0,00","68,92","811,23","4512,31","52,79",12629_filter_live_1.pdf,False,0,0,2021-03-07 Piast Gliwice 2 - 1 PGE FKS Stal Mielec,2020/2021,Plach,F.,27,63012904,€ 110.000,€ 1.700,2022-12-31,Slovakia,56,57,GK,2020-11-23,15,11,12,3,9,13,12,12,14,7,13,8,11,5,15,11,12,14,10,12,2,12,1,12,12,11,11,8,12,12,15,8,9,8,12,6,3,8
66,2021-04-25,PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,100:00,"5120,40","29,51","3,07",5,"36,06","26,68","228,30","1002,39","3791,72","35,25",12694_filter_live_1.pdf,False,2,3,2021-04-25 PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
67,2020-07-12,Śląsk Wrocław 2 - 2 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,98:43,"5278,78","24,07","3,21",4,"0,00","39,06","291,73","882,05","4001,21","64,73",12430_filter_live_1.pdf,False,0,4,2020-07-12 Śląsk Wrocław 2 - 2 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
68,2020-11-09,Pogoń Szczecin 1 - 1 Podbeskidzie Bielsko - Biała,Pogoń Szczecin,Stipica D.,96:23,"4728,35","24,90","2,94",5,"0,00","55,75","239,67","1190,27","3209,27","33,39",12526_filter_live_1.pdf,False,0,5,2020-11-09 Pogoń Szczecin 1 - 1 Podbeskidzie Bielsko - Biała,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
69,2020-11-27,Górnik Zabrze 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,98:40,"5501,01","23,81","3,35",3,"0,00","28,28","303,34","1424,64","3657,22","87,53",12529_filter_live_1.pdf,False,0,3,2020-11-27 Górnik Zabrze 2 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
70,2021-02-06,Pogoń Szczecin 1 - 0 Cracovia,Pogoń Szczecin,Stipica D.,0:00,"4690,92","19,24","0,00",0,"0,00","0,00","128,84","837,07","3688,03","36,98",12595_filter_live_1.pdf,False,0,0,2021-02-06 Pogoń Szczecin 1 - 0 Cracovia,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
71,2020-10-30,Pogoń Szczecin 3 - 0 Jagiellonia Białystok,Pogoń Szczecin,Stipica D.,97:17,"4569,96","22,13","2,82",4,"0,00","28,99","176,59","867,10","3481,55","15,73",12492_filter_live_1.pdf,False,0,4,2020-10-30 Pogoń Szczecin 3 - 0 Jagiellonia Białystok,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
72,2020-07-19,Legia Warszawa 1 - 2 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,96:07,"5039,77","25,78","3,15",4,"0,00","65,48","188,99","977,80","3765,12","42,38",12445_filter_live_1.pdf,False,0,4,2020-07-19 Legia Warszawa 1 - 2 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
73,2020-09-13,Pogoń Szczecin 2 - 2 Wisła Kraków,Pogoń Szczecin,Stipica D.,96:45,"4678,67","25,84","2,90",2,"0,00","28,30","200,67","993,71","3302,28","153,71",12468_filter_live_1.pdf,False,0,2,2020-09-13 Pogoń Szczecin 2 - 2 Wisła Kraków,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
74,2021-02-28,Śląsk Wrocław 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,97:10,"4998,53","25,96","3,09",6,"0,00","84,02","259,51","1115,64","3498,30","41,06",12622_filter_live_1.pdf,False,0,6,2021-02-28 Śląsk Wrocław 2 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
75,2021-02-19,Wisła Kraków 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,96:34,"5055,16","25,40","3,14",7,"0,00","82,73","307,82","997,68","3647,76","19,17",12609_filter_live_1.pdf,False,0,7,2021-02-19 Wisła Kraków 2 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
76,2021-04-10,Pogoń Szczecin 2 - 0 Wisła Płock,Pogoń Szczecin,Stipica D.,95:49,"4878,27","23,04","3,05",2,"0,00","16,67","222,29","820,50","3813,73","5,08",12658_filter_live_1.pdf,False,0,2,2021-04-10 Pogoń Szczecin 2 - 0 Wisła Płock,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
77,2021-05-07,KGHM Zagłębie Lubin 1 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,94:14,"4758,47","22,44","3,03",4,"0,00","39,37","139,31","923,34","3602,34","54,11",12705_filter_live_1.pdf,False,0,4,2021-05-07 KGHM Zagłębie Lubin 1 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
78,2020-08-30,Piast Gliwice 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,100:15,"4826,11","19,86","2,89",0,"0,00","0,00","163,63","866,19","3735,60","60,69",12462_filter_live_1.pdf,False,0,0,2020-08-30 Piast Gliwice 0 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
79,2020-12-07,Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,Pogoń Szczecin,Stipica D.,95:48,"4528,87","23,60","2,84",2,"0,00","33,38","139,97","816,68","3515,83","23,01",12541_filter_live_1.pdf,False,0,2,2020-12-07 Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
80,2021-03-07,Pogoń Szczecin 0 - 1 Lech Poznań,Pogoń Szczecin,Stipica D.,94:24,"4894,82","20,76","3,11",0,"0,00","0,00","215,48","1066,04","3593,23","12,15",12630_filter_live_1.pdf,False,0,0,2021-03-07 Pogoń Szczecin 0 - 1 Lech Poznań,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
81,2021-03-12,Jagiellonia Białystok 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,99:30,"4351,74","24,14","2,62",2,"0,00","59,16","166,48","789,99","3311,19","24,92",12633_filter_live_1.pdf,False,0,2,2021-03-12 Jagiellonia Białystok 0 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
82,2021-03-19,Pogoń Szczecin 1 - 0 Lechia Gdańsk,Pogoń Szczecin,Stipica D.,94:22,"5107,30","24,99","3,25",5,"0,00","73,04","206,57","1048,54","3715,81","63,34",12641_filter_live_1.pdf,False,0,5,2021-03-19 Pogoń Szczecin 1 - 0 Lechia Gdańsk,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
83,2021-01-29,Raków Częstochowa 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,98:12,"5242,67","20,45","3,20",0,"0,00","0,00","242,08","1098,66","3809,05","86,06",12565_filter_live_1.pdf,False,0,0,2021-01-29 Raków Częstochowa 0 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
84,2020-12-19,Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,Pogoń Szczecin,Stipica D.,99:37,"4804,63","25,72","2,89",6,"7,92","49,43","198,72","850,17","3671,96","26,43",12558_filter_live_1.pdf,False,1,5,2020-12-19 Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
85,2021-04-16,Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,97:22,"4715,54","23,45","2,91",0,"0,00","0,00","174,55","936,33","3512,37","81,45",12672_filter_live_1.pdf,False,0,0,2021-04-16 Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
86,2021-04-20,Pogoń Szczecin 1 - 0 Górnik Zabrze,Pogoń Szczecin,Stipica D.,93:10,"4572,73","23,81","2,94",0,"0,00","0,00","124,16","947,88","3478,03","9,85",12680_filter_live_1.pdf,False,0,0,2021-04-20 Pogoń Szczecin 1 - 0 Górnik Zabrze,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
87,2020-12-16,Lech Poznań 0 - 4 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,101:10,"5360,54","27,50","3,18",0,"0,00","0,00","277,55","1032,72","4004,86","23,69",12487_filter_live_1.pdf,False,0,0,2020-12-16 Lech Poznań 0 - 4 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
88,2020-12-12,Warta Poznań 1 - 2 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,94:52,"4756,48","20,62","3,01",0,"0,00","0,00","195,14","915,60","3586,16","49,44",12552_filter_live_1.pdf,False,0,0,2020-12-12 Warta Poznań 1 - 2 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
89,2020-10-19,Lechia Gdańsk 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Stipica D.,98:19,"4854,02","21,46","2,96",0,"0,00","0,00","125,63","1058,72","3635,16","25,49",12500_filter_live_1.pdf,False,0,0,2020-10-19 Lechia Gdańsk 0 - 1 Pogoń Szczecin,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
90,2021-02-13,Pogoń Szczecin 0 - 0 Piast Gliwice,Pogoń Szczecin,Stipica D.,96:23,"4204,41","20,46","2,62",2,"0,00","14,40","102,89","733,53","3318,26","35,33",12602_filter_live_1.pdf,False,0,2,2021-02-13 Pogoń Szczecin 0 - 0 Piast Gliwice,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
91,2020-07-05,Pogoń Szczecin 2 - 2 Jagiellonia Białystok,Pogoń Szczecin,Stipica D.,98:12,"4765,74","22,53","2,91",0,"0,00","0,00","182,60","847,89","3613,00","122,25",12422_filter_live_1.pdf,False,0,0,2020-07-05 Pogoń Szczecin 2 - 2 Jagiellonia Białystok,2020/2021,Stipica,D.,7,24003768,€ 350.000,€ 3.600,2024-06-30,Croatia,63,63,GK,2020-11-23,13,15,12,14,7,15,7,14,8,12,18,14,8,13,12,16,12,8,12,13,2,13,1,12,14,5,12,12,15,11,14,14,10,10,12,10,1,7
