ID;Name;Name in home country;Date of birth;Age;Height (m);Position;Foot;Player agent;Highest market value (Euro);Current value (Euro);Current club;Joined;Contract expires;Image
0;Mateusz Lis ;-;Feb 27, 1997;25;1,92;Goalkeeper;right;Fabryka Futbolu;-;-;Altay SK;Aug 6, 2021;Jun 30, 2025;https://img.a.transfermarkt.technology/portrait/big/345437-1559909213.jpg?lm=1
