,Date,Match Details,club,Player Name,MinsPlayed,TotalDistance(m),TopSpeed(km/h),AvgSpeed(km/h),HighIntensityActivity,Sprints(> 25.20 km/h)Dist (m),HSR(19.81-25.20 km/h)Dist (m),Distance (m)14.41-19.80km/h,7.21-14.40km/h,0.73-7.20km/h,< 0.72km/h,PDF Name,Young Player,Sprints(> 25.20 km/h) No,HSR(19.81-25.20 km/h) No,Key,season,lastName,firstName,Unnamed: 0,id,values,wages,contractexpires,nation,currentAbility,potentialAbility,position,date,corners,crossing,dribbling,finishing,firstTouch,freeKickTaking,heading,longShots,longThrows,marking,passing,penaltyTaking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,offtheBall,positioning,teamwork,vision,workRate,acceleration,agility,balance,jumpingReach,naturalFitness,pace,stamina,strength
102,2021-03-12,Jagiellonia Białystok 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Podstawski T.,10:32,"1188,46","29,40","6,77",9,"22,17","120,45","249,14","355,69","399,55","41,46",12633_filter_live_1.pdf,False,1,8,2021-03-12 Jagiellonia Białystok 0 - 1 Pogoń Szczecin,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
103,2021-01-29,Raków Częstochowa 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Podstawski T.,14:49,"2027,24","25,94","8,21",13,"13,55","164,07","422,02","939,56","464,97","23,07",12565_filter_live_1.pdf,False,1,12,2021-01-29 Raków Częstochowa 0 - 1 Pogoń Szczecin,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
104,2021-04-16,Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,Pogoń Szczecin,Podstawski T.,25:58,"2481,50","30,17","5,73",17,"48,64","194,80","422,89","1033,81","571,58","209,78",12672_filter_live_1.pdf,False,3,14,2021-04-16 Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
105,2021-04-20,Pogoń Szczecin 1 - 0 Górnik Zabrze,Pogoń Szczecin,Podstawski T.,23:14,"2986,13","28,54","7,71",16,"14,47","259,65","667,19","1244,16","799,57","1,09",12680_filter_live_1.pdf,False,1,15,2021-04-20 Pogoń Szczecin 1 - 0 Górnik Zabrze,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
106,2020-12-16,Lech Poznań 0 - 4 Pogoń Szczecin,Pogoń Szczecin,Podstawski T.,15:51,"1844,47","27,04","6,98",14,"0,00","199,51","330,63","765,93","546,34","2,06",12487_filter_live_1.pdf,False,0,14,2020-12-16 Lech Poznań 0 - 4 Pogoń Szczecin,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
107,2020-12-12,Warta Poznań 1 - 2 Pogoń Szczecin,Pogoń Szczecin,Podstawski T.,10:43,"1183,71","25,48","6,63",6,"0,00","144,16","225,88","446,49","354,38","12,80",12552_filter_live_1.pdf,False,0,6,2020-12-12 Warta Poznań 1 - 2 Pogoń Szczecin,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
108,2020-10-19,Lechia Gdańsk 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Podstawski T.,10:40,"1382,11","23,28","7,78",0,"0,00","0,00","416,87","572,05","385,54","0,00",12500_filter_live_1.pdf,False,0,0,2020-10-19 Lechia Gdańsk 0 - 1 Pogoń Szczecin,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
109,2021-02-13,Pogoń Szczecin 0 - 0 Piast Gliwice,Pogoń Szczecin,Podstawski T.,33:49,"3552,99","28,10","6,30",18,"28,30","313,83","550,06","1477,34","1099,86","83,60",12602_filter_live_1.pdf,False,1,17,2021-02-13 Pogoń Szczecin 0 - 0 Piast Gliwice,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
110,2020-07-05,Pogoń Szczecin 2 - 2 Jagiellonia Białystok,Pogoń Szczecin,Podstawski T.,22:13,"2773,27","26,35","7,49",17,"9,19","261,03","541,96","1169,71","778,26","13,12",12422_filter_live_1.pdf,False,1,16,2020-07-05 Pogoń Szczecin 2 - 2 Jagiellonia Białystok,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
111,2021-05-01,Pogoń Szczecin 1 - 1 Warta Poznań,Pogoń Szczecin,Podstawski T.,7:35,"961,77","22,45","7,62",2,"0,00","27,43","238,66","416,59","279,09","0,00",12703_filter_live_1.pdf,False,0,2,2021-05-01 Pogoń Szczecin 1 - 1 Warta Poznań,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
112,2020-07-15,Pogoń Szczecin 1 - 0 Piast Gliwice,Pogoń Szczecin,Podstawski T.,100:27,"11711,88","32,17","7,00",58,"193,51","612,80","2263,06","4993,04","3485,33","164,14",12439_filter_live_1.pdf,False,6,52,2020-07-15 Pogoń Szczecin 1 - 0 Piast Gliwice,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
113,2020-10-24,Pogoń Szczecin 0 - 0 Legia Warszawa,Pogoń Szczecin,Podstawski T.,7:15,"1018,94","28,41","8,44",5,"38,45","71,22","251,99","467,74","143,50","46,04",12508_filter_live_1.pdf,False,1,4,2020-10-24 Pogoń Szczecin 0 - 0 Legia Warszawa,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
114,2020-12-02,Wisła Płock 0 - 0 Pogoń Szczecin,Pogoń Szczecin,Podstawski T.,93:20,"11672,19","28,78","7,50",43,"41,78","620,20","2459,47","5328,91","3209,36","12,47",12519_filter_live_1.pdf,False,1,42,2020-12-02 Wisła Płock 0 - 0 Pogoń Szczecin,2020/2021,Podstawski,T.,67,55038682,€ 175.000,€ 3.100,2021-06-30,Portugal,57,63,DM,2020-11-23,8,8,10,6,12,7,9,13,5,10,14,10,13,11,11,12,8,13,12,14,15,6,13,10,13,16,11,13,9,11,13,11,14,11,14,12
115,2021-04-25,PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,51:31,"5934,46","30,91","6,91",48,"180,76","572,32","1021,62","2053,53","2012,22","94,01",12694_filter_live_1.pdf,False,11,37,2021-04-25 PGE FKS Stal Mielec 1 - 0 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
116,2020-11-09,Pogoń Szczecin 1 - 1 Podbeskidzie Bielsko - Biała,Pogoń Szczecin,Zahović L.,92:44,"10584,26","30,46","6,85",77,"208,84","868,98","2049,64","4046,88","3300,14","109,78",12526_filter_live_1.pdf,False,12,65,2020-11-09 Pogoń Szczecin 1 - 1 Podbeskidzie Bielsko - Biała,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
117,2020-11-27,Górnik Zabrze 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,70:14,"8262,09","31,72","7,06",73,"133,73","887,83","1246,44","3461,03","2248,46","284,60",12529_filter_live_1.pdf,False,8,65,2020-11-27 Górnik Zabrze 2 - 1 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
118,2021-02-06,Pogoń Szczecin 1 - 0 Cracovia,Pogoń Szczecin,Zahović L.,63:25,"7347,24","28,23","6,95",52,"111,90","601,11","1274,49","3070,20","2218,78","70,76",12595_filter_live_1.pdf,False,7,45,2021-02-06 Pogoń Szczecin 1 - 0 Cracovia,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
119,2020-10-30,Pogoń Szczecin 3 - 0 Jagiellonia Białystok,Pogoń Szczecin,Zahović L.,73:30,"8506,43","29,03","6,94",55,"95,02","755,42","1579,94","3406,40","2561,84","107,81",12492_filter_live_1.pdf,False,6,49,2020-10-30 Pogoń Szczecin 3 - 0 Jagiellonia Białystok,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
120,2021-02-28,Śląsk Wrocław 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,97:10,"11509,60","29,04","7,11",88,"214,09","1123,62","2018,78","4476,45","3605,12","71,54",12622_filter_live_1.pdf,False,14,74,2021-02-28 Śląsk Wrocław 2 - 1 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
121,2021-02-19,Wisła Kraków 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,77:08,"8961,38","29,12","6,97",70,"145,53","935,22","1590,53","3176,15","2999,90","114,05",12609_filter_live_1.pdf,False,9,61,2021-02-19 Wisła Kraków 2 - 1 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
122,2021-04-10,Pogoń Szczecin 2 - 0 Wisła Płock,Pogoń Szczecin,Zahović L.,50:17,"6238,00","31,71","7,44",49,"223,83","549,08","1113,88","2592,92","1753,23","5,06",12658_filter_live_1.pdf,False,10,39,2021-04-10 Pogoń Szczecin 2 - 0 Wisła Płock,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
123,2021-05-07,KGHM Zagłębie Lubin 1 - 1 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,13:03,"1608,65","31,53","7,39",17,"52,98","166,65","330,82","630,30","423,62","4,28",12705_filter_live_1.pdf,False,4,13,2021-05-07 KGHM Zagłębie Lubin 1 - 1 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
124,2020-12-07,Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,Pogoń Szczecin,Zahović L.,79:11,"8927,56","31,13","6,76",76,"158,89","976,25","1402,65","3232,13","3044,88","112,76",12541_filter_live_1.pdf,False,11,65,2020-12-07 Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
125,2021-03-07,Pogoń Szczecin 0 - 1 Lech Poznań,Pogoń Szczecin,Zahović L.,49:10,"6436,43","30,35","7,86",53,"149,37","648,72","1151,44","2659,48","1804,91","22,51",12630_filter_live_1.pdf,False,9,44,2021-03-07 Pogoń Szczecin 0 - 1 Lech Poznań,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
126,2021-03-12,Jagiellonia Białystok 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,71:10,"8154,74","28,95","6,88",49,"39,86","599,72","1533,37","3005,03","2933,53","43,23",12633_filter_live_1.pdf,False,3,46,2021-03-12 Jagiellonia Białystok 0 - 1 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
127,2021-03-19,Pogoń Szczecin 1 - 0 Lechia Gdańsk,Pogoń Szczecin,Zahović L.,29:48,"3753,88","29,41","7,56",28,"54,84","335,63","713,52","1572,71","1009,53","67,65",12641_filter_live_1.pdf,False,4,24,2021-03-19 Pogoń Szczecin 1 - 0 Lechia Gdańsk,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
128,2021-01-29,Raków Częstochowa 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,15:04,"1971,81","28,26","7,85",16,"35,19","195,74","390,83","788,41","527,82","33,82",12565_filter_live_1.pdf,False,2,14,2021-01-29 Raków Częstochowa 0 - 1 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
129,2020-12-19,Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,Pogoń Szczecin,Zahović L.,84:09,"9798,95","29,09","6,99",68,"72,21","767,61","1382,00","4494,66","2990,02","92,45",12558_filter_live_1.pdf,False,5,63,2020-12-19 Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
130,2021-04-16,Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,15:31,"1627,53","25,18","6,29",4,"0,00","70,74","212,79","597,55","475,04","271,41",12672_filter_live_1.pdf,False,0,4,2021-04-16 Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
131,2021-04-20,Pogoń Szczecin 1 - 0 Górnik Zabrze,Pogoń Szczecin,Zahović L.,69:56,"8486,07","32,29","7,28",60,"150,42","750,25","1324,81","3588,23","2639,32","33,04",12680_filter_live_1.pdf,False,8,52,2021-04-20 Pogoń Szczecin 1 - 0 Górnik Zabrze,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
132,2020-12-16,Lech Poznań 0 - 4 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,76:55,"9412,92","31,70","7,34",88,"277,35","954,15","1577,14","3991,35","2570,22","42,71",12487_filter_live_1.pdf,False,16,72,2020-12-16 Lech Poznań 0 - 4 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
133,2020-12-12,Warta Poznań 1 - 2 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,83:47,"9859,48","31,27","7,06",68,"255,44","686,85","1420,34","4114,99","3259,75","122,11",12552_filter_live_1.pdf,False,14,54,2020-12-12 Warta Poznań 1 - 2 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
134,2020-10-19,Lechia Gdańsk 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,98:19,"12205,60","30,17","7,45",69,"126,99","966,92","2145,22","5232,61","3591,10","142,76",12500_filter_live_1.pdf,False,8,61,2020-10-19 Lechia Gdańsk 0 - 1 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
135,2021-02-13,Pogoń Szczecin 0 - 0 Piast Gliwice,Pogoń Szczecin,Zahović L.,82:34,"8824,03","27,52","6,41",45,"16,08","645,96","1374,77","4015,92","2606,39","164,91",12602_filter_live_1.pdf,False,2,43,2021-02-13 Pogoń Szczecin 0 - 0 Piast Gliwice,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
136,2021-05-01,Pogoń Szczecin 1 - 1 Warta Poznań,Pogoń Szczecin,Zahović L.,24:20,"2790,40","28,13","6,88",16,"19,47","233,11","437,76","1036,20","1054,54","9,32",12703_filter_live_1.pdf,False,2,14,2021-05-01 Pogoń Szczecin 1 - 1 Warta Poznań,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
137,2020-10-24,Pogoń Szczecin 0 - 0 Legia Warszawa,Pogoń Szczecin,Zahović L.,75:51,"9082,97","29,48","7,18",77,"84,22","1014,56","1490,11","3718,29","2626,75","149,04",12508_filter_live_1.pdf,False,5,72,2020-10-24 Pogoń Szczecin 0 - 0 Legia Warszawa,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
138,2020-12-02,Wisła Płock 0 - 0 Pogoń Szczecin,Pogoń Szczecin,Zahović L.,27:03,"3289,40","30,49","7,30",21,"96,01","197,03","545,73","1409,44","994,96","46,23",12519_filter_live_1.pdf,False,5,16,2020-12-02 Wisła Płock 0 - 0 Pogoń Szczecin,2020/2021,Zahovic,L.,75,62094092,€ 145.000,€ 2.300,2023-06-30,Slovenia,57,63,ST,2020-11-23,8,8,12,13,11,9,13,10,7,5,12,10,4,12,11,13,12,14,13,13,12,14,10,11,4,13,11,12,12,12,11,11,10,13,13,11
139,2021-03-13,Legia Warszawa 3 - 2 Warta Poznań,Legia Warszawa,Luquinhas,94:15,"9842,05","32,43","6,27",75,"230,37","822,52","1513,79","3388,58","3862,47","24,32",12636_filter_live_1.pdf,False,11,64,2021-03-13 Legia Warszawa 3 - 2 Warta Poznań,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
140,2021-02-06,Legia Warszawa 2 - 0 Raków Częstochowa,Legia Warszawa,Luquinhas,93:18,"9942,61","30,11","6,39",64,"187,04","644,06","1772,31","3564,11","3687,71","87,38",12596_filter_live_1.pdf,False,12,52,2021-02-06 Legia Warszawa 2 - 0 Raków Częstochowa,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
141,2021-05-01,Legia Warszawa 0 - 0 Wisła Kraków,Legia Warszawa,Luquinhas,37:55,"3832,70","30,03","6,06",22,"107,81","238,98","642,99","1300,16","1537,72","5,04",12699_filter_live_1.pdf,False,5,17,2021-05-01 Legia Warszawa 0 - 0 Wisła Kraków,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
142,2021-01-31,Podbeskidzie Bielsko - Biała 1 - 0 Legia Warszawa,Legia Warszawa,Luquinhas,95:13,"9616,34","29,86","6,06",55,"92,60","660,17","1479,49","3076,94","4000,61","306,53",12564_filter_live_1.pdf,False,7,48,2021-01-31 Podbeskidzie Bielsko - Biała 1 - 0 Legia Warszawa,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
143,2021-04-11,Lech Poznań 0 - 0 Legia Warszawa,Legia Warszawa,Luquinhas,94:15,"9570,68","30,70","6,09",85,"265,73","785,64","1512,60","3179,42","3801,78","25,51",12662_filter_live_1.pdf,False,18,67,2021-04-11 Lech Poznań 0 - 0 Legia Warszawa,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
144,2020-09-11,Wisła Płock 0 - 1 Legia Warszawa,Legia Warszawa,Luquinhas,95:59,"9889,06","33,95","6,18",74,"281,05","762,24","1379,97","3168,09","4248,88","48,83",12470_filter_live_1.pdf,False,16,58,2020-09-11 Wisła Płock 0 - 1 Legia Warszawa,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
145,2020-12-18,Legia Warszawa 2 - 3 PGE FKS Stal Mielec,Legia Warszawa,Luquinhas,96:48,"9995,59","30,00","6,20",58,"168,88","561,52","1532,77","3560,63","4116,68","55,11",12556_filter_live_1.pdf,False,9,49,2020-12-18 Legia Warszawa 2 - 3 PGE FKS Stal Mielec,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
146,2020-09-19,Legia Warszawa 1 - 3 Górnik Zabrze,Legia Warszawa,Luquinhas,96:18,"9752,93","32,43","6,08",75,"290,49","702,64","1619,57","2957,70","4162,39","20,14",12475_filter_live_1.pdf,False,17,58,2020-09-19 Legia Warszawa 1 - 3 Górnik Zabrze,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
147,2020-10-21,Legia Warszawa 2 - 1 Śląsk Wrocław,Legia Warszawa,Luquinhas,95:26,"9761,58","31,44","6,14",89,"383,43","1044,36","1303,36","2770,46","4203,99","55,98",12488_filter_live_1.pdf,False,17,72,2020-10-21 Legia Warszawa 2 - 1 Śląsk Wrocław,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
148,2021-03-21,KGHM Zagłębie Lubin 0 - 4 Legia Warszawa,Legia Warszawa,Luquinhas,81:03,"8922,28","32,21","6,61",84,"304,33","833,58","1520,38","2972,43","3259,61","31,95",12647_filter_live_1.pdf,False,21,63,2021-03-21 KGHM Zagłębie Lubin 0 - 4 Legia Warszawa,2020/2021,Luquinhas,,95,84109364,€ 250.000,€ 3.000,2022-06-30,Brazil,60,66,ML,2020-11-23,9,10,16,7,14,7,7,8,6,6,13,5,7,15,14,11,13,10,9,11,15,17,4,14,6,13,13,15,14,17,15,5,12,14,13,5
